Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,47.27,67.29,76.81,81.82,83.80,68.16,74.16,72.69,70.60,66.40,68.91,70.79,72.96
  └─ YOY Sales Growth %,-40.01%,-19.18%,3.10%,11.08%,77.28%,1.29%,-3.45%,-11.16%,-15.75%,-2.58%,-7.08%,-2.61%,3.34%
Expenses,84.03,82.03,81.38,81.24,80.72,74.20,72.27,70.19,83.60,62.47,62.63,61.75,63.80
  └─ Employee Cost %,105%,81%,71%,64%,58%,70%,68%,64%,58%,62%,62%,57%,56%
Operating Profit,-36.76,-14.74,-4.57,0.58,3.08,-6.04,1.89,2.50,-13.00,3.93,6.28,9.04,9.16
OPM %,-77.77%,-21.91%,-5.95%,0.71%,3.68%,-8.86%,2.55%,3.44%,-18.41%,5.92%,9.11%,12.77%,12.55%
Other Income,3.72,1.35,1.28,1.41,-145.26,1.92,5.42,1.07,2.76,15.81,1.52,-0.25,7.35
  └─ Exceptional items,0.00,0.00,0.00,0.00,-147.95,0.00,4.22,0.00,0.00,0.00,0.00,-4.50,-0.16
  └─ Other income normal,3.72,1.35,1.28,1.41,2.69,1.92,1.20,1.07,2.76,15.81,1.52,4.25,7.51
Interest,0.72,0.70,0.66,0.63,0.64,0.59,0.59,0.54,0.50,0.99,0.82,0.66,0.80
Depreciation,3.82,3.87,4.20,3.75,3.78,3.66,3.73,3.35,3.38,4.04,2.76,2.37,2.91
Profit before tax,-37.58,-17.96,-8.15,-2.39,-146.60,-8.37,2.99,-0.32,-14.12,14.71,4.22,5.76,12.80
Tax %,25.55%,7.35%,35.58%,104.60%,6.76%,33.93%,79.26%,915.62%,24.65%,12.92%,32.23%,49.13%,22.42%
Net Profit,-47.18,-19.28,-11.05,-4.89,-156.51,-11.21,0.62,-3.25,-17.60,12.81,2.86,2.93,9.93
  └─ Exceptional items AT,0,0,0,0,-138,0,2,0,0,0,0,-2,-0
  └─ Profit excl Excep,-47,-19,-11,-5,-18,-11,-1,-3,-18,13,3,5,10
  └─ Profit for PE,-47,-19,-11,-5,-18,-11,-1,-3,-18,13,3,5,10
  └─ Profit for EPS,-47,-19,-11,-5,-157,-11,1,-3,-18,13,3,3,10
  └─ YOY Profit Growth %,-7834%,-448%,-126%,-4%,61%,42%,89%,34%,5%,214%,333%,261%,157%
EPS in Rs,-0.84,-0.34,-0.20,-0.09,-2.78,-0.20,0.01,-0.06,-0.31,0.23,0.05,0.05,0.18
Raw PDF,,,,,,,,,,,,,
