Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,523,515,500,552,812,932,929,988,1015,956,984,979,1069
  └─ YOY Sales Growth %,-10.59%,-15.72%,-12.19%,6.30%,55.34%,81.12%,85.71%,79.08%,24.98%,2.54%,5.96%,-0.92%,5.27%
Expenses,453,454,453,489,728,857,859,884,893,858,920,902,952
  └─ Material Cost %,52.73%,49.48%,47.09%,44.32%,49.28%,51.85%,52.01%,46.44%,49.75%,46.29%,52.15%,45.78%,48.73%
  └─ Employee Cost %,26.14%,31.12%,36.07%,35.35%,29.79%,31.29%,30.76%,33.79%,31.06%,33.64%,33.11%,35.72%,31.06%
Operating Profit,70,60,47,62,84,75,70,104,123,97,65,77,117
OPM %,13%,12%,9%,11%,10%,8%,7%,11%,12%,10%,7%,8%,11%
Other Income,7,8,9,8,6,8,13,13,20,21,19,20,18
  └─ Other income normal,7.11,7.58,8.76,8.21,5.55,7.60,12.81,13.01,19.52,21.38,18.96,19.51,18.49
Interest,7,6,6,5,20,19,18,19,21,22,22,24,26
Depreciation,19,19,21,22,27,28,29,30,42,39,43,46,39
Profit before tax,51,43,29,44,43,36,36,67,79,57,19,26,70
Tax %,7%,25%,19%,30%,-3%,25%,21%,25%,33%,27%,57%,44%,49%
Net Profit,47,33,24,30,44,27,28,50,53,41,8,15,36
  └─ Profit excl Excep,47.19,32.55,23.71,30.42,44.28,27.18,28.16,50.34,52.86,41.47,8.08,14.61,35.96
  └─ Profit for PE,47.19,32.55,23.71,30.42,44.28,27.18,28.16,50.34,52.86,41.47,8.08,14.61,35.96
  └─ Profit for EPS,47.19,32.55,23.71,30.42,44.28,27.18,28.16,50.34,52.86,41.47,8.08,14.61,35.96
  └─ YOY Profit Growth %,-22.53%,-17.36%,-42.20%,-25.04%,-6.17%,-16.50%,18.77%,65.48%,19.38%,52.58%,-71.31%,-70.98%,-31.97%
EPS in Rs,7.79,5.37,3.91,5.02,6.99,3.82,3.94,7.04,7.40,5.67,1.10,1.99,4.91
Raw PDF,,,,,,,,,,,,,
