Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,173,68,449,40,48,401,505,639,699,725,825,875,927
  └─ YOY Sales Growth %,-8.09%,-87.64%,-49.96%,-95.31%,-72.03%,492.72%,12.42%,1496.23%,1341.58%,80.71%,63.43%,36.90%,32.66%
Expenses,194,111,503,113,50,350,419,527,554,598,647,674,763
  └─ Material Cost %,91%,123%,101%,239%,86%,83%,80%,79%,75%,80%,77%,75%,78%
  └─ Employee Cost %,8%,14%,2%,17%,13%,1%,1%,1%,1%,1%,1%,1%,1%
Operating Profit,-20,-43,-54,-73,-2,52,86,112,145,127,178,202,164
OPM %,-12%,-64%,-12%,-182%,-3%,13%,17%,18%,21%,18%,22%,23%,18%
Other Income,-2,5,45,3,11,39,44,44,1,83,70,24,19
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.72,0.05
  └─ Other income normal,-1.98,4.93,45.07,3.42,11.05,38.63,43.57,43.99,1.08,82.97,69.68,25.13,18.92
Interest,124,125,124,126,130,2,2,3,45,42,36,30,25
Depreciation,7,7,5,5,4,4,4,5,5,5,5,5,5
Profit before tax,-152,-170,-137,-201,-124,85,123,148,96,164,206,190,154
Tax %,98%,1%,1%,-1%,-2%,-84%,-45%,0%,2%,1%,-2%,0%,0%
Net Profit,-302,-172,-138,-198,-122,156,179,148,95,162,210,190,153
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-1,0
  └─ Profit excl Excep,-302,-172,-138,-198,-122,156,179,148,95,162,210,191,153
  └─ Profit for PE,-302,-172,-138,-198,-122,156,179,148,95,162,210,191,153
  └─ Profit for EPS,-302,-172,-138,-198,-122,156,179,148,95,162,210,190,153
  └─ YOY Profit Growth %,-75%,-331%,-261%,-224%,60%,191%,230%,175%,178%,4%,17%,29%,61%
EPS in Rs,-0.65,-0.37,-0.30,-0.43,-0.26,0.34,0.38,0.25,0.15,0.25,0.29,0.26,0.18
Raw PDF,,,,,,,,,,,,,
