Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,447,430,422,481,599,570,518,590,671,589,646,675,712
  └─ YOY Sales Growth %,28.77%,-9.77%,-2.26%,8.40%,34.06%,32.36%,22.86%,22.84%,12.09%,3.44%,24.75%,14.38%,6.03%
Expenses,363,360,359,394,490,462,423,500,586,488,538,567,603
  └─ Material Cost %,66%,68%,65%,66%,68%,70%,66%,68%,72%,71%,70%,71%,71%
  └─ Employee Cost %,7%,7%,8%,6%,5%,6%,7%,7%,6%,7%,7%,7%,7%
Operating Profit,84,71,62,87,109,108,95,90,86,102,108,108,109
OPM %,19%,16%,15%,18%,18%,19%,18%,15%,13%,17%,17%,16%,15%
Other Income,2,5,15,5,10,9,6,23,36,12,6,7,3
  └─ Other income normal,2.32,4.79,15.34,5.38,9.93,8.81,6.27,23.49,35.62,11.76,5.53,6.85,2.85
Interest,22,25,22,25,23,22,22,25,25,24,23,24,25
Depreciation,27,24,28,27,22,23,21,25,26,25,24,23,27
Profit before tax,37,26,28,41,73,72,59,64,71,65,67,68,60
Tax %,42%,27%,28%,27%,29%,26%,24%,18%,25%,27%,23%,26%,25%
Net Profit,22,19,20,30,52,53,45,52,53,47,51,50,45
  └─ Minority share,-0.01,-0.02,-0.01,-0.05,-0.05,-0.02,-0.34,-0.28,-0.56,-1.31,-1.96,-0.46,2.18
  └─ Profit excl Excep,21.66,19.09,19.85,29.58,51.81,53.43,44.94,52.30,53.09,47.00,51.06,50.48,44.55
  └─ Profit for PE,21.65,19.07,19.84,29.53,51.76,53.41,44.60,52.02,52.53,45.69,49.10,50.02,46.73
  └─ Profit for EPS,21.65,19.07,19.84,29.53,51.76,53.41,44.60,52.02,52.53,45.69,49.10,50.02,46.73
  └─ YOY Profit Growth %,89.91%,-33.06%,-10.67%,29.23%,139.08%,180.07%,124.80%,76.16%,1.49%,-14.45%,10.09%,-3.84%,-11.04%
EPS in Rs,3.19,2.81,2.70,3.85,6.12,6.31,5.27,6.15,6.21,5.40,5.80,5.91,5.52
Raw PDF,,,,,,,,,,,,,
