Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1492,1390,1539,1230,1434,1422,1298,1192,1504,1542,1671,1454,1604
  └─ YOY Sales Growth %,16.56%,28.66%,38.30%,25.40%,-3.84%,2.30%,-15.69%,-3.11%,4.84%,8.49%,28.72%,21.97%,6.67%
Expenses,1088,1226,1375,1117,1090,1255,1249,1068,1138,1408,1550,1252,1319
  └─ Material Cost %,56%,74%,76%,73%,57%,75%,83%,71%,58%,79%,81%,69%,64%
  └─ Employee Cost %,7%,6%,6%,9%,8%,6%,7%,9%,8%,6%,6%,8%,7%
Operating Profit,404,163,165,113,345,166,49,124,365,134,120,202,285
OPM %,27%,12%,11%,9%,24%,12%,4%,10%,24%,9%,7%,14%,18%
Other Income,22,18,116,60,12,15,73,16,20,16,18,17,22
  └─ Other income normal,21.63,17.63,116.43,59.75,12.21,14.88,73.29,15.81,20.04,16.21,18.00,17.43,21.64
Interest,21,34,17,8,25,36,20,7,30,34,14,4,26
Depreciation,40,41,41,42,43,43,43,44,43,44,44,44,45
Profit before tax,364,107,223,123,289,102,59,89,312,73,80,171,236
Tax %,30%,31%,25%,26%,30%,31%,-14%,21%,26%,29%,33%,34%,32%
Net Profit,254,74,166,91,203,70,67,70,229,52,54,113,160
  └─ Profit excl Excep,254,74,166,91,203,70,67,70,229,52,54,113,160
  └─ Profit for PE,254,74,166,91,203,70,67,70,229,52,54,113,160
  └─ Profit for EPS,254,74,166,91,203,70,67,70,229,52,54,113,160
  └─ YOY Profit Growth %,5%,494%,674%,97%,-20%,-5%,-60%,-23%,13%,-26%,-20%,61%,-30%
EPS in Rs,12.61,3.64,8.24,4.53,10.08,3.48,3.33,3.49,11.35,2.55,2.67,5.62,7.90
Raw PDF,,,,,,,,,,,,,
