Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,186,184,174,187,177,187,213,203,199,195,211,199,233
  └─ YOY Sales Growth %,8.63%,-4.63%,-28.75%,-6.05%,-4.55%,1.50%,22.09%,8.55%,12.33%,3.98%,-0.81%,-2.35%,17.38%
Expenses,182,176,159,176,174,172,194,194,203,184,196,191,216
  └─ Material Cost %,53%,52%,48%,51%,59%,50%,51%,51%,53%,50%,51%,54%,53%
  └─ Employee Cost %,23%,23%,24%,25%,16%,24%,22%,23%,25%,26%,23%,20%,16%
Operating Profit,4,8,15,11,3,15,19,10,-4,10,15,7,18
OPM %,2%,4%,9%,6%,2%,8%,9%,5%,-2%,5%,7%,4%,8%
Other Income,3,2,2,4,3,2,2,15,3,3,-0,-1,-14
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.58,-15.21
  └─ Other income normal,2.85,2.37,1.68,4.10,2.94,2.22,1.77,15.43,2.78,2.90,-0.24,1.54,1.56
Interest,5,6,7,5,6,9,8,7,6,8,8,8,6
Depreciation,10,9,10,10,5,10,10,11,10,10,9,9,9
Profit before tax,-8,-4,-1,1,-5,-2,3,8,-17,-5,-2,-11,-11
Tax %,-16%,10%,145%,229%,300%,54%,82%,19%,19%,26%,118%,-8%,17%
Net Profit,-7,-5,-1,-1,-18,-3,0,6,-21,-6,-4,-10,-13
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-3,-13
  └─ Profit excl Excep,-7,-5,-1,-1,-18,-3,0,6,-21,-6,-4,-7,0
  └─ Profit for PE,-7,-5,-1,-1,-18,-3,0,6,-21,-6,-4,-7,0
  └─ Profit for EPS,-7,-5,-1,-1,-18,-3,0,6,-21,-6,-4,-10,-13
  └─ YOY Profit Growth %,-152%,-2009%,-120%,-462%,-174%,48%,133%,826%,-14%,-139%,-1012%,-212%,101%
EPS in Rs,-2.98,-2.19,-0.67,-0.39,-8.16,-1.14,0.22,2.86,-9.31,-2.72,-2.02,-4.38,-5.95
Raw PDF,,,,,,,,,,,,,
