Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,272,235,201,214,217,199,275,281,343,323,382,418,480
  └─ YOY Sales Growth %,29.58%,19.94%,-17.86%,-7.92%,-20.23%,-15.15%,36.83%,31.07%,58.11%,62.08%,39.07%,48.67%,40.00%
Expenses,231,219,188,198,200,195,245,246,301,293,344,370,423
  └─ Material Cost %,61%,67%,63%,63%,62%,67%,63%,63%,65%,64%,66%,66%,66%
  └─ Employee Cost %,17%,19%,23%,21%,21%,23%,17%,18%,17%,20%,18%,17%,16%
Operating Profit,41,16,13,17,17,4,30,35,41,30,39,48,57
OPM %,15%,7%,6%,8%,8%,2%,11%,12%,12%,9%,10%,11%,12%
Other Income,4,5,5,2,3,4,4,10,3,2,8,7,12
  └─ Other income normal,3.90,5.12,4.74,2.17,2.74,4.44,3.92,9.97,3.18,1.66,7.91,7.43,11.92
Interest,10,6,3,4,4,4,4,5,4,4,4,3,4
Depreciation,5,5,6,6,6,7,7,7,8,8,9,8,8
Profit before tax,30,10,9,9,10,-2,23,33,33,19,34,44,56
Tax %,25%,32%,15%,27%,29%,14%,25%,27%,25%,26%,26%,27%,27%
Net Profit,23,7,7,7,7,-2,17,24,24,14,25,33,41
  └─ Profit excl Excep,23,7,7,7,7,-2,17,24,24,14,25,33,41
  └─ Profit for PE,23,7,7,7,7,-2,17,24,24,14,25,33,41
  └─ Profit for EPS,23,7,7,7,7,-2,17,24,24,14,25,33,41
  └─ YOY Profit Growth %,113%,-24%,-51%,15%,-69%,-133%,140%,265%,244%,715%,43%,36%,69%
EPS in Rs,3.92,1.08,1.11,1.00,1.07,-0.35,2.65,3.63,3.67,2.14,3.74,4.88,6.16
Raw PDF,,,,,,,,,,,,,
