Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,24.43,9.70,29.48,22.69,8.45,7.38,8.57,8.11,9.61,8.78,8.47,8.96,7.93
  └─ YOY Sales Growth %,136.50%,-2.61%,169.47%,144.24%,-65.41%,-23.92%,-70.93%,-64.26%,13.73%,18.97%,-1.17%,10.48%,-17.48%
Expenses,18.88,7.12,23.76,20.19,7.47,6.40,6.73,6.59,8.09,6.50,6.92,7.77,10.36
  └─ Material Cost %,0.33%,0.00%,56.92%,58.18%,3.91%,0.68%,2.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,13.59%,24.74%,8.28%,8.59%,18.70%,26.02%,22.05%,22.19%,10.93%,18.56%,17.47%,19.42%,28.63%
Operating Profit,5.55,2.58,5.72,2.50,0.98,0.98,1.84,1.52,1.52,2.28,1.55,1.19,-2.43
OPM %,22.72%,26.60%,19.40%,11.02%,11.60%,13.28%,21.47%,18.74%,15.82%,25.97%,18.30%,13.28%,-30.64%
Other Income,0.63,0.62,1.31,1.06,1.08,1.17,1.66,1.35,2.24,1.49,1.54,1.09,6.52
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,4.33
  └─ Other income normal,0.63,0.62,1.31,1.06,1.08,1.17,1.66,1.35,2.24,1.49,1.54,1.55,2.19
Interest,0.16,0.24,0.52,0.60,0.79,0.73,0.95,1.24,0.91,0.53,0.56,0.93,0.95
Depreciation,1.73,1.66,1.54,1.56,1.56,1.56,1.52,1.50,1.50,1.43,1.42,1.52,1.66
Profit before tax,4.29,1.30,4.97,1.40,-0.29,-0.14,1.03,0.13,1.35,1.81,1.11,-0.17,1.48
Tax %,38.00%,43.85%,25.55%,22.86%,-162.07%,450.00%,-2.91%,-161.54%,37.04%,25.97%,37.84%,41.18%,27.03%
Net Profit,2.66,0.73,3.70,1.07,0.18,-0.76,1.06,0.33,0.85,1.34,0.69,-0.24,1.09
  └─ Minority share,-0,0,-0,-0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-0,4
  └─ Profit excl Excep,3,1,4,1,0,-1,1,0,1,1,1,0,-3
  └─ Profit for PE,2,1,3,1,0,-1,1,0,1,1,1,0,-3
  └─ Profit for EPS,2,1,3,1,0,-1,1,0,1,1,1,-0,1
  └─ YOY Profit Growth %,27%,25%,445%,71%,-93%,-200%,-69%,-67%,372%,276%,-35%,-55%,-434%
EPS in Rs,0.31,0.10,0.43,0.13,0.02,-0.10,0.13,0.04,0.11,0.17,0.09,-0.03,0.14
Raw PDF,,,,,,,,,,,,,
