Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,598,744,700,777,625,691,602,601,635,677,602,614,684
  └─ YOY Sales Growth %,10.27%,31.38%,30.08%,41.07%,4.48%,-7.14%,-13.99%,-22.71%,1.62%,-2.10%,-0.15%,2.28%,7.71%
Expenses,511,677,627,678,511,624,489,552,532,565,519,583,566
  └─ Material Cost %,26.59%,40.99%,43.24%,40.93%,27.85%,46.67%,37.28%,39.42%,33.97%,36.49%,37.87%,46.14%,34.45%
  └─ Employee Cost %,4.82%,4.43%,4.31%,4.74%,5.80%,4.92%,5.29%,6.39%,5.08%,5.70%,6.92%,7.37%,6.57%
Operating Profit,87,67,74,99,114,67,113,49,102,111,82,32,118
OPM %,15%,9%,11%,13%,18%,10%,19%,8%,16%,16%,14%,5%,17%
Other Income,7,13,6,36,13,11,6,-3,22,16,13,15,20
  └─ Exceptional items,0.00,0.00,0.00,-0.72,0.09,-1.39,-9.17,-16.41,1.49,0.00,1.87,-10.24,-0.26
  └─ Other income normal,7.33,13.13,6.49,37.00,13.15,12.52,14.86,13.77,20.03,16.50,11.07,25.09,20.11
Interest,9,13,13,8,7,10,9,7,6,9,10,8,6
Depreciation,22,22,23,23,22,20,23,22,21,22,23,19,21
Profit before tax,64,46,45,104,98,48,87,18,97,97,62,19,110
Tax %,14%,-8%,-8%,8%,16%,-5%,-14%,-73%,25%,7%,22%,15%,-10%
Net Profit,56,50,50,96,85,51,100,32,71,89,49,17,121
  └─ Profit from Associates,1,0,2,0,2,0,1,1,-1,-1,0,1,0
  └─ Minority share,-24,-20,-18,-26,-29,-19,-38,-16,-33,-25,-16,-2,-36
  └─ Exceptional items AT,0,0,0,-1,0,-1,-9,-16,1,0,1,-8,-0
  └─ Profit excl Excep,56,50,50,96,84,52,109,48,70,89,47,26,121
  └─ Profit for PE,32,30,33,71,56,33,67,24,37,63,32,23,85
  └─ Profit for EPS,32,30,33,70,56,32,61,16,38,63,33,15,85
  └─ YOY Profit Growth %,-19%,21%,735%,801%,74%,9%,106%,-66%,-33%,92%,-52%,-6%,130%
EPS in Rs,2.48,2.35,2.53,5.44,4.31,2.49,4.76,1.24,2.92,4.92,2.56,1.20,6.60
Raw PDF,,,,,,,,,,,,,
