Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3573,4758,5070,3428,3507,4555,5128,3421,2924,4009,5459,3405,3898
  └─ YOY Sales Growth %,15.21%,10.45%,3.49%,9.21%,-1.84%,-4.28%,1.15%,-0.21%,-16.63%,-11.98%,6.45%,-0.45%,33.29%
Expenses,3295,4492,4775,3178,3256,4311,4822,3111,2768,3721,5183,3232,3753
  └─ Material Cost %,90%,93%,93%,90%,89%,94%,90%,89%,92%,94%,95%,94%,94%
  └─ Employee Cost %,1%,0%,0%,1%,1%,0%,0%,1%,1%,1%,0%,1%,1%
Operating Profit,278,267,295,250,251,244,306,310,156,288,275,173,145
OPM %,8%,6%,6%,7%,7%,5%,6%,9%,5%,7%,5%,5%,4%
Other Income,16,13,72,-7,-22,173,77,9,421,95,127,68,75
  └─ Exceptional items,0,0,51,-14,-26,39,71,5,314,0,0,-4,0
  └─ Other income normal,16,13,20,8,4,135,6,5,107,95,127,72,75
Interest,106,110,109,104,100,173,91,85,99,92,101,64,53
Depreciation,3,2,2,3,3,2,2,2,3,2,3,3,3
Profit before tax,185,168,255,136,126,242,290,232,475,289,298,175,164
Tax %,25%,25%,21%,29%,28%,22%,19%,22%,22%,16%,26%,25%,26%
Net Profit,140,125,202,97,91,189,234,181,372,243,222,131,121
  └─ Minority share,-13,-13,-21,-18,-5,-16,-17,-24,-20,-48,-31,-17,-16
  └─ Exceptional items AT,0,0,51,-14,-17,39,71,5,246,0,0,-3,0
  └─ Profit excl Excep,140,125,151,112,108,151,163,176,126,243,222,134,121
  └─ Profit for PE,127,112,135,91,102,138,151,154,119,195,191,117,105
  └─ Profit for EPS,127,112,181,79,86,174,217,158,352,195,191,114,105
  └─ YOY Profit Growth %,-14%,-5%,13%,-1%,-19%,23%,12%,68%,16%,41%,26%,-24%,-11%
EPS in Rs,4.29,3.79,6.13,2.68,2.91,5.87,7.34,5.32,11.88,6.59,6.46,3.85,3.56
Raw PDF,,,,,,,,,,,,,
