Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,280,324,302,331,298,306,306,329,293,297,305,377,360
  └─ YOY Sales Growth %,11.64%,2.86%,-2.83%,0.83%,6.36%,-5.62%,1.33%,-0.60%,-1.77%,-2.85%,-0.31%,14.50%,23.10%
Expenses,240,277,257,265,243,255,260,267,239,251,267,322,306
  └─ Material Cost %,34.23%,36.01%,34.05%,32.14%,31.12%,31.93%,31.94%,31.76%,31.48%,32.32%,33.75%,33.65%,34.48%
  └─ Employee Cost %,23.87%,22.14%,23.86%,21.81%,21.62%,23.81%,25.02%,23.32%,24.18%,24.55%,24.98%,25.20%,21.93%
Operating Profit,40,47,44,66,55,51,46,62,53,46,38,55,54
OPM %,14%,14%,15%,20%,18%,17%,15%,19%,18%,16%,12%,15%,15%
Other Income,1,4,4,2,8,3,4,6,3,2,8,2,3
  └─ Exceptional items,-1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,2.24,4.00,4.27,1.64,7.65,2.67,4.28,5.52,3.44,1.96,8.08,1.71,3.06
Interest,18,19,20,19,19,19,19,19,21,20,21,23,23
Depreciation,37,37,44,41,45,40,41,43,52,45,48,48,49
Profit before tax,-14,-5,-15,8,-1,-5,-10,5,-16,-17,-23,-14,-14
Tax %,-18%,-26%,-21%,35%,-96%,-21%,-28%,-7%,25%,-2%,-3%,-47%,10%
Net Profit,-12,-4,-12,5,-0,-4,-7,5,-21,-17,-22,-8,-15
  └─ Minority share,-0.22,-0.26,-0.44,-0.49,-1.04,-0.52,-0.09,-0.53,0.39,0.27,0.28,0.57,1.66
  └─ Exceptional items AT,-1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,-9.92,-4.05,-11.93,4.83,-0.03,-4.34,-7.13,5.06,-20.62,-16.68,-22.50,-7.67,-15.07
  └─ Profit for PE,-10.14,-4.31,-12.37,4.34,-1.07,-4.86,-7.22,4.53,-20.23,-16.41,-22.22,-7.10,-13.41
  └─ Profit for EPS,-11.82,-4.31,-12.37,4.34,-1.07,-4.86,-7.22,4.53,-20.23,-16.41,-22.22,-7.10,-13.41
  └─ YOY Profit Growth %,-16800.00%,-128.39%,-356.60%,-11.72%,89.45%,-12.76%,41.63%,4.38%,-1790.65%,-237.65%,-207.76%,-256.73%,33.71%
EPS in Rs,-3.03,-1.11,-3.17,1.11,-0.27,-1.24,-1.85,1.16,-5.18,-4.20,-5.68,-1.82,-3.43
Raw PDF,,,,,,,,,,,,,
