Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,892,892,899,996,974,959,1054,1074,947,1015,908,1099,1217
  └─ YOY Sales Growth %,24.06%,27.60%,9.01%,28.05%,9.23%,7.52%,17.23%,7.85%,-2.75%,5.81%,-13.87%,2.30%,28.46%
Expenses,698,700,699,776,786,791,888,948,849,873,790,936,1014
  └─ Material Cost %,47%,48%,50%,50%,48%,46%,50%,51%,51%,49%,48%,55%,51%
  └─ Employee Cost %,5%,5%,5%,5%,6%,6%,6%,6%,6%,7%,8%,6%,5%
Operating Profit,194,192,200,220,188,169,165,126,98,142,118,162,203
OPM %,22%,22%,22%,22%,19%,18%,16%,12%,10%,14%,13%,15%,17%
Other Income,2,5,7,4,19,11,84,4,11,4,6,-9,2
  └─ Exceptional items,0.00,0.00,2.97,2.31,0.83,1.88,81.59,0.00,0.00,0.00,0.00,-10.43,-0.28
  └─ Other income normal,1.79,4.66,4.15,1.47,17.80,8.79,2.51,3.64,11.46,3.63,5.75,1.83,1.91
Interest,34,36,38,39,34,36,39,42,49,49,53,51,57
Depreciation,56,57,61,68,72,62,60,64,85,80,80,84,88
Profit before tax,106,104,109,117,100,80,151,24,-24,17,-10,18,59
Tax %,36%,24%,24%,25%,34%,32%,7%,12%,-945%,32%,-8%,25%,5%
Net Profit,68,79,82,87,66,55,140,21,200,12,-10,14,56
  └─ Exceptional items AT,0,0,3,2,1,2,82,0,0,0,0,-8,-0
  └─ Profit excl Excep,68,79,79,85,65,53,58,21,200,12,-10,21,56
  └─ Profit for PE,68,79,79,85,65,53,58,21,200,12,-10,21,56
  └─ Profit for EPS,68,79,82,87,66,55,140,21,200,12,-10,14,56
  └─ YOY Profit Growth %,-18%,53%,18%,39%,-5%,-33%,-27%,-75%,206%,-78%,-116%,2%,-72%
EPS in Rs,4.28,4.91,5.00,4.80,3.66,3.03,7.72,1.16,11.04,0.65,-0.52,0.75,3.08
Raw PDF,,,,,,,,,,,,,
