Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,122.03,113.54,112.02,114.60,47.09,46.27,49.78,53.05,52.21,57.68,57.75,62.90,71.75
  └─ YOY Sales Growth %,29.78%,16.27%,1.71%,3.60%,-61.41%,-59.25%,-55.56%,-53.71%,10.87%,24.66%,16.01%,18.57%,37.43%
Expenses,108.81,104.59,97.51,100.44,44.01,42.83,47.01,49.27,48.61,54.21,53.73,58.75,65.31
  └─ Material Cost %,55%,56%,51%,53%,59%,56%,58%,57%,59%,59%,58%,59%,60%
  └─ Employee Cost %,15%,18%,16%,17%,13%,16%,15%,15%,14%,16%,16%,16%,13%
Operating Profit,13.22,8.95,14.51,14.16,3.08,3.44,2.77,3.78,3.60,3.47,4.02,4.15,6.44
OPM %,10.83%,7.88%,12.95%,12.36%,6.54%,7.43%,5.56%,7.13%,6.90%,6.02%,6.96%,6.60%,8.98%
Other Income,1.67,3.01,9.31,3.59,0.89,2.09,5.16,0.19,1.72,2.65,0.13,-0.24,-1.19
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,1.55,0.00,0.00,0.00,0.00,-1.80,0.47
  └─ Other income normal,1.67,3.01,9.31,3.59,0.89,2.09,3.61,0.19,1.72,2.65,0.13,1.56,-1.66
Interest,0.50,0.26,0.46,0.32,0.20,0.16,0.16,0.18,0.14,0.07,0.10,0.13,0.07
Depreciation,1.31,1.06,1.47,1.38,0.88,0.57,0.69,0.68,0.70,0.68,1.20,0.81,0.85
Profit before tax,13.08,10.64,21.89,16.05,2.89,4.80,7.08,3.11,4.48,5.37,2.85,2.97,4.33
Tax %,22.48%,17.39%,29.79%,16.01%,47.75%,2.29%,11.16%,-4.18%,25.22%,25.70%,-34.39%,46.46%,19.86%
Net Profit,10.19,8.78,15.35,13.49,1.51,4.68,6.29,3.24,3.36,3.99,3.83,1.59,3.48
  └─ Profit from Associates,0.05,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Minority share,0.01,-0.02,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,1.27,0.00,0.00,0.00,0.00,-0.86,0.37
  └─ Profit excl Excep,10.19,8.78,15.35,13.49,1.51,4.68,5.02,3.24,3.36,3.99,3.83,2.45,3.11
  └─ Profit for PE,10.20,8.76,15.44,13.50,1.51,4.68,5.02,3.24,3.36,3.99,3.83,2.45,3.11
  └─ Profit for EPS,10.20,8.76,15.44,13.50,1.51,4.68,6.29,3.24,3.36,3.99,3.83,1.59,3.48
  └─ YOY Profit Growth %,390.38%,739.42%,99.74%,63.44%,-85.20%,-46.58%,-67.49%,-76.00%,122.52%,-14.74%,-23.71%,-24.38%,-7.44%
EPS in Rs,7.61,6.54,11.52,10.07,1.13,3.49,4.69,2.42,2.51,2.98,2.86,1.19,2.60
Raw PDF,,,,,,,,,,,,,
