Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,598.70,375.91,580.26,365.40,457.16,325.01,440.31,267.77,201.43,448.36,456.94,318.21,360.95
  └─ YOY Sales Growth %,27%,-21%,3%,-24%,-24%,-14%,-24%,-27%,-56%,38%,4%,19%,79%
Expenses,531.34,404.52,549.70,361.31,446.30,329.33,399.53,293.89,275.29,410.38,412.21,311.53,347.68
  └─ Material Cost %,74%,84%,78%,74%,76%,74%,69%,76%,82%,69%,65%,70%,68%
  └─ Employee Cost %,6%,9%,6%,10%,7%,10%,8%,15%,20%,9%,9%,12%,12%
Operating Profit,67.36,-28.61,30.56,4.09,10.86,-4.32,40.78,-26.12,-73.86,37.98,44.73,6.68,13.27
OPM %,11.25%,-7.61%,5.27%,1.12%,2.38%,-1.33%,9.26%,-9.75%,-36.67%,8.47%,9.79%,2.10%,3.68%
Other Income,4.08,2.86,1.48,1.52,3.90,2.74,3.57,1.82,30.15,1.17,-17.49,0.07,1.61
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.26,0.00,-17.45,0.00,0.00
  └─ Other income normal,4.08,2.86,1.48,1.52,3.90,2.74,3.57,1.82,0.89,1.17,-0.04,0.07,1.61
Interest,16.79,18.25,19.56,18.98,18.93,18.47,17.24,15.29,13.95,13.78,13.08,12.42,7.21
Depreciation,8.55,6.51,6.80,6.93,7.00,7.07,6.81,7.13,8.04,7.45,7.71,7.94,8.86
Profit before tax,46.10,-50.51,5.68,-20.30,-11.17,-27.12,20.30,-46.72,-65.70,17.92,6.45,-13.61,-1.19
Tax %,27.27%,-24.65%,28.17%,-21.67%,-19.34%,-23.30%,26.60%,-22.45%,-23.90%,27.23%,60.47%,-25.35%,-27.73%
Net Profit,33.53,-38.06,4.08,-15.90,-9.01,-20.80,14.90,-36.23,-50.00,13.04,2.55,-10.16,-0.86
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,29,0,-14,0,0
  └─ Profit excl Excep,34,-38,4,-16,-9,-21,15,-36,-79,13,16,-10,-1
  └─ Profit for PE,34,-38,4,-16,-9,-21,15,-36,-79,13,16,-10,-1
  └─ Profit for EPS,34,-38,4,-16,-9,-21,15,-36,-50,13,3,-10,-1
  └─ YOY Profit Growth %,65%,-355%,-86%,-196%,-127%,45%,265%,-128%,-780%,163%,8%,72%,99%
EPS in Rs,1.45,-1.65,0.18,-0.69,-0.39,-0.90,0.64,-1.56,-2.14,0.56,0.11,-0.43,-0.04
Raw PDF,,,,,,,,,,,,,
