Metric,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Sales,547,597,659,613,617,687,732,678,660,742,734,704,667
  └─ YOY Sales Growth %,10.42%,13.67%,12.62%,13.66%,12.85%,15.05%,11.10%,10.58%,6.98%,7.96%,0.19%,3.98%,1.06%
Expenses,489,537,579,528,526,570,597,559,552,608,595,589,555
  └─ Material Cost %,59%,60%,59%,57%,54%,52%,51%,50%,50%,49%,50%,50%,51%
  └─ Employee Cost %,11%,11%,11%,11%,10%,11%,10%,11%,11%,12%,11%,11%,12%
Operating Profit,57,60,80,84,91,117,135,119,108,133,138,116,112
OPM %,10%,10%,12%,14%,15%,17%,18%,18%,16%,18%,19%,16%,17%
Other Income,6,13,12,15,6,17,13,11,13,14,13,14,11
  └─ Exceptional items,0.00,0.00,7.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.30
  └─ Other income normal,5.73,13.23,5.34,15.26,5.70,16.94,13.23,10.59,12.97,13.72,12.53,13.85,15.48
Interest,3,3,3,3,3,1,1,1,1,1,1,1,2
Depreciation,15,13,13,12,12,12,12,13,13,13,14,14,15
Profit before tax,45,57,76,84,82,121,135,115,107,132,136,114,107
Tax %,17%,16%,14%,20%,28%,21%,23%,21%,27%,23%,23%,23%,29%
Net Profit,37,48,65,67,59,96,104,91,78,102,105,87,76
  └─ Minority share,1,1,-1,0,-0,0,0,-0,0,0,-0,0,0
  └─ Exceptional items AT,0,0,6,0,0,0,0,0,0,0,0,0,-3
  └─ Profit excl Excep,37,48,60,67,59,96,104,91,78,102,105,87,79
  └─ Profit for PE,38,48,59,67,59,96,104,91,78,102,105,87,79
  └─ Profit for EPS,38,48,65,67,59,96,104,91,78,102,105,87,76
  └─ YOY Profit Growth %,-22%,18%,32%,75%,55%,99%,77%,35%,32%,6%,1%,-4%,2%
EPS in Rs,1.03,1.32,1.76,1.84,1.61,2.62,2.84,2.48,2.13,2.77,2.86,2.38,2.08
Raw PDF,,,,,,,,,,,,,
