Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,107,58,87,91,135,91,161,148,162,134,225,252,293
  └─ YOY Sales Growth %,1%,3%,55%,11%,27%,58%,84%,62%,19%,46%,40%,70%,81%
Expenses,84,45,69,67,107,69,128,110,126,93,166,202,226
  └─ Material Cost %,70%,68%,73%,65%,71%,67%,75%,69%,70%,61%,69%,71%,65%
  └─ Employee Cost %,3%,6%,4%,5%,4%,5%,3%,4%,4%,4%,3%,5%,5%
Operating Profit,23,13,18,24,29,22,33,38,36,41,59,50,68
OPM %,21%,22%,21%,26%,21%,25%,20%,26%,22%,31%,26%,20%,23%
Other Income,-1,0,0,0,1,1,1,1,1,1,1,1,3
  └─ Exceptional items,-1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.01,0.22,0.25,0.50,0.86,0.58,0.59,0.98,0.73,0.87,1.30,0.91,3.19
Interest,8,8,7,7,8,8,7,9,11,12,13,14,9
Depreciation,3,3,3,3,3,3,4,4,4,4,5,6,7
Profit before tax,11,3,9,14,18,12,22,26,22,25,43,32,55
Tax %,36%,42%,25%,31%,29%,29%,30%,30%,36%,30%,30%,28%,33%
Net Profit,7,2,7,10,13,8,16,18,14,18,30,23,37
  └─ Minority share,0,0,0,0,0,0,-0,0,0,1,1,3,1
  └─ Exceptional items AT,-1,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,8,2,7,10,13,8,16,18,14,18,30,23,37
  └─ Profit for PE,8,2,7,10,13,8,16,18,14,19,31,26,38
  └─ Profit for EPS,7,2,7,10,13,8,16,18,14,19,31,26,38
  └─ YOY Profit Growth %,3%,1%,300%,26%,59%,408%,139%,83%,8%,120%,98%,41%,169%
EPS in Rs,0.35,0.08,0.28,0.35,0.46,0.28,0.51,0.60,0.46,0.55,0.93,0.72,1.05
Raw PDF,,,,,,,,,,,,,
