Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1120,1019,805,798,823,830,793,779,781,796,721,757,791
  └─ YOY Sales Growth %,6.36%,-11.29%,-41.68%,-27.52%,-26.47%,-18.47%,-1.57%,-2.47%,-5.09%,-4.17%,-9.02%,-2.85%,1.16%
Expenses,771,719,592,648,639,614,582,549,563,599,564,598,615
  └─ Material Cost %,35.66%,37.67%,33.75%,39.97%,37.77%,35.93%,35.15%,30.34%,30.84%,34.05%,33.58%,38.29%,36.81%
  └─ Employee Cost %,3.19%,2.99%,3.68%,3.47%,2.96%,3.45%,3.55%,3.72%,3.60%,4.01%,4.16%,3.90%,3.49%
Operating Profit,349,299,213,150,184,217,211,230,218,197,157,159,176
OPM %,31%,29%,26%,19%,22%,26%,27%,30%,28%,25%,22%,21%,22%
Other Income,-3,230,11,14,17,18,17,29,23,27,17,16,14
  └─ Exceptional items,-24.24,219.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,21.56,10.63,11.23,14.46,16.62,18.27,17.44,28.69,23.34,26.67,17.03,16.13,13.60
Interest,10,8,7,6,5,4,4,4,4,2,2,3,2
Depreciation,27,24,26,26,26,27,28,28,28,27,28,29,27
Profit before tax,309,497,191,133,170,203,196,227,209,195,145,143,160
Tax %,27%,14%,25%,25%,26%,26%,21%,26%,28%,26%,26%,26%,28%
Net Profit,227,426,143,100,125,151,155,168,150,144,107,106,116
  └─ Exceptional items AT,-24,188,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,251,238,143,100,125,151,155,168,150,144,107,106,116
  └─ Profit for PE,251,238,143,100,125,151,155,168,150,144,107,106,116
  └─ Profit for EPS,227,426,143,100,125,151,155,168,150,144,107,106,116
  └─ YOY Profit Growth %,12%,-9%,-52%,-61%,-50%,-37%,8%,69%,20%,-4%,-31%,-37%,-23%
EPS in Rs,23.70,44.60,14.94,10.43,13.04,15.73,16.17,17.59,15.69,15.00,11.11,11.53,12.58
Raw PDF,,,,,,,,,,,,,
