Metric,Mar 2022,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,58.66,53.35,3.36,6.26,78.66,7.84,5.28,2.17,0.81,2.77,4.01,0.78,6.86
  └─ YOY Sales Growth %,54%,,,,,-85%,57%,-65%,-99%,-65%,-24%,-64%,747%
Expenses,65.04,53.70,0.15,2.04,15.36,1.96,1.89,6.06,2.00,2.69,6.18,2.76,9.55
  └─ Material Cost %,55%,54%,-11%,-6%,13%,4%,-3%,-18%,-28%,-12%,-17%,-35%,61%
  └─ Employee Cost %,13%,17%,12%,17%,4%,15%,28%,-27%,94%,58%,47%,276%,32%
Operating Profit,-6.38,-0.35,3.21,4.22,63.30,5.88,3.39,-3.89,-1.19,0.08,-2.17,-1.98,-2.69
OPM %,-10.88%,-0.66%,95.54%,67.41%,80.47%,75.00%,64.20%,-179.26%,-146.91%,2.89%,-54.11%,-253.85%,-39.21%
Other Income,37.03,0.29,-3.74,0.71,34.41,-2.65,-13.40,-5.75,6.16,-0.72,-3.61,1.89,-3.32
  └─ Exceptional items,35.79,-0.01,-4.14,0.31,33.87,-3.26,-14.07,-6.66,5.24,-1.85,-5.15,-5.11,-3.50
  └─ Other income normal,1.24,0.30,0.40,0.40,0.54,0.61,0.67,0.91,0.92,1.13,1.54,7.00,0.18
Interest,0.56,0.44,0.54,1.29,1.64,1.69,1.71,1.71,1.68,1.72,2.13,2.48,2.64
Depreciation,0.72,1.07,0.20,0.20,0.19,0.19,0.20,0.20,0.07,0.07,0.07,0.07,0.07
Profit before tax,29.37,-1.57,-1.27,3.44,95.88,1.35,-11.92,-11.55,3.22,-2.43,-7.98,-2.64,-8.72
Tax %,-0.00%,-0.00%,-0.00%,-0.00%,0.06%,-0.00%,-0.00%,-0.00%,-0.93%,4.12%,1.25%,3.79%,-20.41%
Net Profit,29.37,-1.57,-1.27,3.44,95.82,1.35,-11.92,-11.55,3.25,-2.53,-8.08,-2.74,-6.94
  └─ Exceptional items AT,36,-0,-4,0,34,-3,-14,-7,5,-2,-5,-5,-4
  └─ Profit excl Excep,-6,-2,3,3,62,5,2,-5,-2,-1,-3,2,-3
  └─ Profit for PE,-6,-2,3,3,62,5,2,-5,-2,-1,-3,2,-3
  └─ Profit for EPS,29,-2,-1,3,96,1,-12,-12,3,-3,-8,-3,-7
  └─ YOY Profit Growth %,-855%,,,,,396%,-25%,-256%,-103%,-115%,-236%,148%,-73%
EPS in Rs,1.53,-0.08,-0.07,0.18,5.00,0.07,-0.62,-0.60,0.17,-0.13,-0.42,-0.14,-0.36
Raw PDF,,,,,,,,,,,,,
