Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,139,147,158,161,158,155,146,169,167,186,185,172,203
  └─ YOY Sales Growth %,5.30%,21.60%,13.81%,13.25%,13.78%,4.92%,-7.44%,5.08%,5.93%,20.31%,26.30%,1.68%,21.65%
Expenses,95,103,107,107,102,103,104,114,122,129,124,123,140
  └─ Material Cost %,24.20%,25.12%,23.45%,21.78%,22.51%,22.17%,22.38%,22.96%,27.57%,26.92%,24.15%,24.08%,27.99%
  └─ Employee Cost %,21.60%,21.33%,20.07%,19.85%,20.87%,22.43%,24.31%,20.41%,22.04%,21.36%,21.34%,24.00%,20.62%
Operating Profit,44,44,51,54,55,51,42,55,46,56,60,49,63
OPM %,32%,30%,32%,33%,35%,33%,29%,33%,27%,30%,33%,29%,31%
Other Income,7,7,6,14,-6,7,10,8,9,9,10,20,7
  └─ Exceptional items,-4.06,0.00,0.00,0.00,-15.13,0.00,0.00,0.00,0.00,0.00,0.00,11.25,0.11
  └─ Other income normal,11.08,6.67,6.10,14.40,9.50,6.99,9.62,7.69,8.75,8.85,10.28,8.47,7.23
Interest,1,1,1,1,1,1,1,1,1,1,1,1,1
Depreciation,8,9,9,9,9,9,9,9,10,10,10,10,10
Profit before tax,42,41,48,59,40,49,42,53,43,55,60,58,60
Tax %,24%,29%,27%,28%,25%,28%,21%,27%,38%,26%,25%,26%,24%
Net Profit,32,29,35,42,30,35,33,39,27,40,45,43,45
  └─ Minority share,0,-1,-1,-1,-2,-1,-1,-1,-0,-1,-1,-1,-2
  └─ Exceptional items AT,-3,0,0,0,-10,0,0,0,0,0,0,8,0
  └─ Profit excl Excep,35,29,35,42,40,35,33,39,27,40,45,35,45
  └─ Profit for PE,35,29,34,42,38,34,33,38,26,40,43,34,43
  └─ Profit for EPS,32,29,34,42,28,34,33,38,26,40,43,42,43
  └─ YOY Profit Growth %,43%,61%,31%,42%,8%,19%,-5%,-10%,-30%,17%,32%,-9%,62%
EPS in Rs,2.87,2.58,3.08,3.74,2.53,3.05,2.94,3.37,2.37,3.57,3.87,3.80,3.84
Raw PDF,,,,,,,,,,,,,
