Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,186,185,200,130,164,119,103,91,137,77,73,506,191
  └─ YOY Sales Growth %,-65.48%,-34.60%,-36.70%,-44.14%,-11.35%,-35.38%,-48.77%,-30.18%,-16.61%,-35.87%,-28.69%,456.91%,39.52%
Expenses,271,171,192,112,210,124,81,82,163,67,73,535,173
  └─ Material Cost %,91%,82%,88%,74%,85%,92%,75%,76%,108%,71%,84%,101%,78%
  └─ Employee Cost %,9%,6%,5%,7%,6%,7%,7%,9%,5%,8%,7%,1%,2%
Operating Profit,-86,14,8,18,-45,-4,21,8,-26,9,0,-29,18
OPM %,-46%,8%,4%,14%,-28%,-3%,21%,9%,-19%,12%,1%,-6%,9%
Other Income,-448,-40,9,-17,145,5,-17,3,197,6,10,2219,-109
  └─ Exceptional items,-449,-41,0,-24,-21,0,-25,0,-3,0,0,2128,-143
  └─ Other income normal,1,1,9,7,166,5,8,3,200,6,10,90,33
Interest,4,-1,1,2,1,2,13,3,2,6,5,4,3
Depreciation,15,14,12,12,11,11,11,11,10,9,8,7,5
Profit before tax,-552,-38,4,-12,88,-13,-20,-2,159,-1,-3,2179,-99
Tax %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,1%,12%
Net Profit,-552,-38,4,-12,88,-13,-20,-2,159,-1,-3,2157,-111
  └─ Exceptional items AT,-449,-41,0,-24,-21,0,-25,0,-3,0,0,2107,-131
  └─ Profit excl Excep,-103,3,4,12,108,-13,5,-2,162,-1,-3,50,20
  └─ Profit for PE,-103,3,4,12,108,-13,5,-2,162,-1,-3,50,20
  └─ Profit for EPS,-552,-38,4,-12,88,-13,-20,-2,159,-1,-3,2157,-111
  └─ YOY Profit Growth %,72%,101%,102%,104%,205%,-612%,15%,-117%,49%,95%,-169%,2624%,-88%
EPS in Rs,-29.51,-2.04,0.23,-0.66,4.69,-0.69,-1.07,-0.11,8.48,-0.03,-0.18,115.23,-5.93
Raw PDF,,,,,,,,,,,,,
