Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1951,1778,1909,1855,2303,2118,2338,2319,2585,2410,2715,2604,2831
  └─ YOY Sales Growth %,-22.53%,-21.15%,2.91%,8.61%,18.04%,19.12%,22.47%,25.01%,12.24%,13.79%,16.12%,12.29%,9.52%
Expenses,1464,1274,1430,1366,1572,1496,1622,1576,1699,1681,1827,1714,1897
  └─ Material Cost %,42.39%,38.70%,42.43%,39.30%,39.17%,40.27%,41.45%,39.76%,37.95%,39.67%,39.52%,36.29%,39.53%
  └─ Employee Cost %,13.22%,14.79%,13.93%,14.45%,12.90%,13.79%,13.00%,12.81%,13.54%,14.11%,13.04%,14.09%,13.46%
Operating Profit,487,504,479,489,731,622,716,743,886,729,888,890,934
OPM %,25%,28%,25%,26%,32%,29%,31%,32%,34%,30%,33%,34%,33%
Other Income,66,81,86,95,79,79,106,82,86,119,145,14,155
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-74,0
  └─ Other income normal,66,81,86,95,79,79,106,82,86,119,145,88,155
Interest,0,0,1,0,2,0,1,0,1,3,8,6,6
Depreciation,87,93,95,95,95,97,99,99,107,112,113,118,120
Profit before tax,466,492,469,489,713,604,722,726,864,733,912,780,963
Tax %,31%,28%,26%,27%,25%,29%,29%,19%,23%,26%,24%,25%,22%
Net Profit,321,356,348,358,538,430,510,589,662,545,689,583,751
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-54,0
  └─ Profit excl Excep,321,356,348,358,538,430,510,589,662,545,689,637,751
  └─ Profit for PE,321,356,348,358,538,430,510,589,662,545,689,637,751
  └─ Profit for EPS,321,356,348,358,538,430,510,589,662,545,689,583,751
  └─ YOY Profit Growth %,-64%,-49%,-29%,17%,68%,21%,47%,65%,23%,27%,35%,8%,13%
EPS in Rs,12.09,13.41,13.11,13.49,20.27,16.20,19.21,22.19,24.94,20.53,25.95,21.96,28.29
Raw PDF,,,,,,,,,,,,,
