Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,4,2,6,2,4,13,22,25,87,39,49,51,45
  └─ YOY Sales Growth %,152.12%,-0.51%,237.64%,29.17%,-15.87%,586.22%,261.23%,1056.22%,2375.43%,191.45%,127.31%,101.71%,-48.61%
Expenses,7,4,7,7,16,13,21,26,101,40,54,85,69
  └─ Material Cost %,44%,53%,63%,84%,71%,74%,79%,78%,79%,70%,67%,50%,61%
  └─ Employee Cost %,38%,37%,14%,71%,157%,6%,6%,7%,12%,17%,17%,20%,24%
Operating Profit,-3,-2,-1,-4,-13,0,0,-1,-14,-0,-5,-34,-24
OPM %,-64%,-79%,-21%,-204%,-361%,3%,2%,-3%,-16%,-1%,-10%,-68%,-54%
Other Income,-2,0,66,1,-0,0,0,0,1,0,1,0,1
  └─ Exceptional items,-2.30,0.00,65.21,0.00,-61.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,-0.08,0.41,0.44,0.52,61.81,0.18,0.25,0.14,0.97,0.32,0.51,0.32,1.04
Interest,3,3,0,0,3,0,0,2,2,0,0,0,3
Depreciation,0,0,0,0,0,0,1,1,1,2,2,2,6
Profit before tax,-8,-4,64,-4,-16,0,0,-4,-16,-2,-7,-37,-32
Tax %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit,-8,-4,64,-4,-16,0,0,-4,-16,-2,-7,-37,-32
  └─ Exceptional items AT,-2,0,65,0,-62,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,-6,-4,-1,-4,46,0,0,-4,-16,-2,-7,-37,-32
  └─ Profit for PE,-6,-4,-1,-4,46,0,0,-4,-16,-2,-7,-37,-32
  └─ Profit for EPS,-8,-4,64,-4,-16,0,0,-4,-16,-2,-7,-37,-32
  └─ YOY Profit Growth %,49%,-20%,77%,7%,916%,106%,110%,14%,-135%,-811%,-7389%,-944%,-98%
EPS in Rs,-6.40,-3.55,51.54,-3.26,-12.43,0.22,0.02,-0.83,-1.74,-0.20,-0.61,-3.40,-2.96
Raw PDF,,,,,,,,,,,,,
