Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,114,58,27,16,30,23,16,53,159,163,120,127,133
  └─ YOY Sales Growth %,-69.31%,-75.08%,-22.26%,-69.89%,-73.57%,-60.70%,-41.38%,222.26%,427.86%,616.16%,672.34%,139.31%,-16.31%
Expenses,111,47,20,9,22,15,15,46,132,135,83,95,99
  └─ Material Cost %,82%,63%,49%,11%,25%,31%,49%,62%,67%,65%,47%,58%,54%
  └─ Employee Cost %,1%,3%,7%,11%,7%,8%,12%,4%,2%,2%,3%,3%,3%
Operating Profit,3,11,6,7,9,7,1,7,27,28,37,32,34
OPM %,2%,19%,24%,45%,28%,32%,4%,13%,17%,17%,31%,25%,25%
Other Income,14,2,10,2,-63,8,4,3,-9,6,2,5,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,-64.51,7.49,1.66,0.00,-14.53,0.19,0.00,0.00,0.00
  └─ Other income normal,13.73,2.02,10.07,1.92,1.47,0.91,2.30,2.59,5.99,5.85,2.39,4.66,4.89
Interest,3,3,4,4,5,5,1,3,2,5,8,11,12
Depreciation,3,3,4,4,3,3,2,3,3,5,6,8,9
Profit before tax,11,6,9,2,-62,8,1,4,14,24,26,18,18
Tax %,19%,46%,-0%,73%,2%,27%,9%,40%,1%,3%,-19%,6%,3%
Net Profit,9,3,9,0,-63,6,1,2,13,23,31,15,13
  └─ Profit from Associates,0,-0,0,0,-0,-0,-0,-0,-1,-1,0,-2,-5
  └─ Exceptional items AT,0,0,0,0,-63,5,-0,0,-14,0,0,0,0
  └─ Profit excl Excep,9,3,9,0,-0,0,1,2,27,23,31,15,13
  └─ Profit for PE,9,3,9,0,-0,0,1,2,27,23,31,15,13
  └─ Profit for EPS,9,3,9,0,-63,6,1,2,13,23,31,15,13
  └─ YOY Profit Growth %,-47%,168%,76%,105%,-100%,-97%,-84%,407%,266500%,20455%,2099%,572%,-53%
EPS in Rs,0.57,0.22,0.50,0.03,-3.70,0.33,0.07,0.11,0.65,1.15,1.55,0.74,0.64
Raw PDF,,,,,,,,,,,,,
