Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2461,2478,1883,2134,2485,2030,1394,1694,2276,1988,1602,2308,2500
  └─ YOY Sales Growth %,2.71%,-7.95%,-11.87%,-2.64%,0.98%,-18.07%,-25.94%,-20.60%,-8.43%,-2.09%,14.90%,36.22%,9.88%
Expenses,1791,1871,1416,1626,1945,1662,1041,1325,1730,1590,1215,1840,2132
  └─ Material Cost %,64%,67%,65%,65%,69%,71%,61%,69%,66%,70%,60%,70%,75%
  └─ Employee Cost %,6%,7%,9%,8%,7%,8%,10%,8%,6%,7%,9%,7%,6%
Operating Profit,670,607,467,508,540,368,353,370,545,398,387,468,368
OPM %,27%,25%,25%,24%,22%,18%,25%,22%,24%,20%,24%,20%,15%
Other Income,31,21,26,25,343,20,82,154,136,92,50,91,110
  └─ Exceptional items,0,0,0,0,306,-49,15,0,22,0,0,14,34
  └─ Other income normal,31,21,26,25,37,69,67,154,114,92,50,77,77
Interest,121,137,145,155,128,103,112,113,121,117,126,153,112
Depreciation,59,60,62,61,61,63,63,61,57,52,51,49,47
Profit before tax,521,432,287,316,694,222,260,350,504,321,260,356,320
Tax %,25%,28%,24%,23%,20%,30%,26%,25%,20%,24%,27%,27%,34%
Net Profit,390,310,217,243,553,156,194,263,403,244,190,259,210
  └─ Minority share,0,0,0,-0,1,-1,-0,-1,1,-0,3,0,-3
  └─ Exceptional items AT,0,0,0,0,244,-31,11,0,18,0,0,10,22
  └─ Profit excl Excep,390,310,217,243,309,187,182,263,386,244,190,249,188
  └─ Profit for PE,390,310,217,243,310,186,182,262,386,244,193,249,185
  └─ Profit for EPS,390,310,217,243,554,155,193,262,404,244,193,259,207
  └─ YOY Profit Growth %,41%,-23%,-35%,-25%,-21%,-40%,-16%,8%,25%,31%,6%,-5%,-52%
EPS in Rs,40.30,32.05,22.46,25.10,57.29,16.08,19.98,27.05,41.75,25.23,19.91,26.79,21.39
Raw PDF,,,,,,,,,,,,,
