Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,10656,11166,13075,11148,10254,12886,12378,11144,13209,14623,12755,12589,13018
  └─ YOY Sales Growth %,-7.64%,-11.70%,8.40%,-1.12%,-3.77%,15.41%,-5.33%,-0.04%,28.81%,13.48%,3.05%,12.97%,-1.44%
Expenses,7423,10200,11611,9523,7290,11413,9998,9215,10210,12018,9993,10223,10556
  └─ Employee Cost %,0.76%,0.35%,0.38%,0.59%,0.68%,0.32%,0.26%,0.40%,0.46%,0.26%,0.45%,0.47%,0.39%
Operating Profit,3233,966,1465,1625,2964,1473,2380,1929,2998,2605,2762,2366,2463
OPM %,30%,9%,11%,15%,29%,11%,19%,17%,23%,18%,22%,19%,19%
Other Income,-208,187,391,195,131,17,-93,255,146,59,553,135,645
  └─ Other income normal,-208,187,391,195,131,17,-93,255,146,59,553,135,645
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,3025,1154,1855,1820,3096,1490,2287,2184,3144,2664,3315,2501,3108
Tax %,14%,18%,13%,24%,18%,25%,18%,26%,25%,18%,19%,24%,23%
Net Profit,2729,978,1689,1439,2580,1401,1856,1677,2499,2531,2874,1726,2533
  └─ Profit from Associates,120,28,77,47,26,279,-9,53,135,358,176,-166,154
  └─ Profit excl Excep,2729,978,1689,1439,2580,1401,1856,1677,2499,2531,2874,1726,2533
  └─ Profit for PE,2729,978,1689,1439,2580,1401,1856,1677,2499,2531,2874,1726,2533
  └─ Profit for EPS,2729,978,1689,1439,2580,1401,1856,1677,2499,2531,2874,1726,2533
  └─ YOY Profit Growth %,41%,34%,-24%,17%,-5%,43%,10%,17%,-3%,81%,55%,3%,1%
EPS in Rs,15.56,5.57,9.63,8.20,14.71,7.98,10.58,9.56,14.24,14.42,16.38,9.84,14.44
Raw PDF,,,,,,,,,,,,,
