Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,407,195,302,319,400,210,297,316,415,184,320,314,442
  └─ YOY Sales Growth %,-10.90%,-8.96%,5.77%,34.96%,-1.55%,7.60%,-1.65%,-0.65%,3.75%,-12.55%,7.76%,-0.92%,6.26%
Expenses,379,184,270,286,360,192,269,278,370,172,298,288,386
  └─ Material Cost %,64%,40%,48%,54%,55%,32%,41%,50%,56%,25%,48%,53%,52%
  └─ Employee Cost %,3%,7%,5%,5%,4%,7%,5%,5%,4%,8%,5%,5%,4%
Operating Profit,27,11,32,33,40,18,29,38,46,12,22,26,55
OPM %,7%,6%,11%,10%,10%,9%,10%,12%,11%,7%,7%,8%,12%
Other Income,5,3,4,4,1,5,4,4,4,4,6,5,3
  └─ Exceptional items,-0.00,-0.00,-0.00,-0.00,-3.82,-0.00,-0.00,-0.00,-0.00,-1.57,-0.00,-1.10,-2.95
  └─ Other income normal,4.79,3.24,4.40,4.18,4.97,4.72,4.33,4.40,4.32,5.34,5.69,5.71,6.12
Interest,5,5,5,5,5,5,5,6,5,5,5,5,6
Depreciation,3,3,4,4,4,4,4,4,4,4,4,4,4
Profit before tax,24,6,28,28,33,14,24,33,42,8,20,22,49
Tax %,22%,29%,26%,26%,26%,27%,24%,28%,26%,27%,26%,25%,26%
Net Profit,19,4,21,21,24,10,18,24,31,6,14,16,36
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,-2.75,0.00,0.00,0.00,0.00,-1.15,0.00,-0.82,-2.19
  └─ Profit excl Excep,18.89,4.22,20.53,20.78,26.99,10.46,18.44,23.80,30.59,6.67,14.50,17.08,38.40
  └─ Profit for PE,18.89,4.22,20.53,20.78,26.99,10.46,18.44,23.80,30.59,6.67,14.50,17.08,38.40
  └─ Profit for EPS,18.89,4.22,20.53,20.78,24.24,10.46,18.44,23.80,30.59,5.52,14.50,16.26,36.21
  └─ YOY Profit Growth %,-61.69%,-66.10%,21.70%,276.45%,42.88%,147.87%,-10.18%,14.53%,13.34%,-36.23%,-21.37%,-28.24%,25.53%
EPS in Rs,2.38,0.53,2.58,2.61,3.05,1.32,2.32,2.99,3.85,0.69,1.82,2.04,4.55
Raw PDF,,,,,,,,,,,,,
