Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,451,636,546,546,516,639,544,501,494,561,406,454,436
  └─ YOY Sales Growth %,26.60%,7.71%,6.09%,3.80%,14.59%,0.43%,-0.34%,-8.30%,-4.28%,-12.12%,-25.34%,-9.37%,-11.73%
Expenses,386,556,493,494,508,590,546,472,488,537,513,531,518
  └─ Material Cost %,42%,51%,44%,44%,50%,56%,55%,53%,53%,55%,69%,71%,63%
  └─ Employee Cost %,13%,10%,12%,13%,13%,9%,11%,11%,11%,10%,13%,12%,13%
Operating Profit,64,81,53,52,8,49,-2,29,6,25,-106,-77,-82
OPM %,14%,13%,10%,10%,2%,8%,-0%,6%,1%,4%,-26%,-17%,-19%
Other Income,-43,28,3,3,4,2,6,2,8,7,15,75,4
  └─ Exceptional items,-47.21,25.78,0.00,0.00,0.00,0.00,3.58,0.00,4.25,1.93,4.32,71.24,0.53
  └─ Other income normal,4.54,2.64,2.57,2.66,3.88,2.06,2.65,2.47,3.79,4.62,10.73,3.29,3.72
Interest,8,11,12,15,17,18,20,18,17,17,18,16,20
Depreciation,20,21,24,27,28,29,30,30,30,32,33,32,31
Profit before tax,-6,77,19,13,-33,4,-46,-17,-33,-17,-142,-50,-129
Tax %,-34%,25%,31%,46%,-28%,-9%,-28%,-26%,-16%,-23%,1%,5%,0%
Net Profit,-4,58,13,7,-24,4,-33,-12,-27,-13,-143,-53,-129
  └─ Exceptional items AT,-44,19,0,0,0,0,4,0,4,2,4,69,1
  └─ Profit excl Excep,40,39,13,7,-24,4,-37,-12,-31,-15,-147,-121,-129
  └─ Profit for PE,40,39,13,7,-24,4,-37,-12,-31,-15,-147,-121,-129
  └─ Profit for EPS,-4,58,13,7,-24,4,-33,-12,-27,-13,-143,-53,-129
  └─ YOY Profit Growth %,220%,-34%,-69%,-84%,-160%,-90%,-376%,-274%,-30%,-469%,-302%,-878%,-316%
EPS in Rs,-0.30,4.08,0.94,0.50,-1.68,0.28,-2.33,-0.87,-1.93,-0.92,-10.08,-3.72,-9.07
Raw PDF,,,,,,,,,,,,,
