Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,69,67,70,78,92,80,90,84,116,111,111,123,157
  └─ YOY Sales Growth %,7.42%,-3.94%,24.80%,38.97%,33.69%,18.72%,29.26%,8.08%,25.77%,39.21%,23.35%,46.24%,35.81%
Expenses,57,54,54,61,71,63,70,67,90,87,86,93,118
  └─ Material Cost %,50%,49%,49%,51%,50%,49%,49%,46%,53%,52%,49%,48%,55%
  └─ Employee Cost %,11%,11%,11%,10%,10%,12%,11%,13%,11%,11%,12%,12%,9%
Operating Profit,11,14,15,17,21,17,20,18,26,24,25,30,39
OPM %,17%,20%,22%,21%,22%,22%,22%,21%,22%,22%,23%,24%,25%
Other Income,-15,0,0,1,-7,0,0,1,1,0,1,-0,1
  └─ Exceptional items,-16.53,0.00,0.00,0.00,-7.10,0.00,0.00,0.00,0.00,0.00,0.00,-0.83,0.00
  └─ Other income normal,1.46,0.40,0.23,0.62,0.58,0.28,0.22,0.65,0.77,0.38,0.90,0.53,1.06
Interest,2,2,2,3,3,2,3,2,2,3,3,2,3
Depreciation,4,5,5,5,5,4,5,5,5,5,5,5,5
Profit before tax,-10,7,8,10,6,11,13,11,19,17,18,22,32
Tax %,-24%,25%,24%,21%,29%,25%,33%,25%,24%,30%,23%,28%,20%
Net Profit,-7,5,6,8,4,8,8,9,14,12,14,16,25
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Exceptional items AT,-16,0,0,0,-5,0,0,0,0,0,0,-1,0
  └─ Profit excl Excep,9,5,6,8,10,8,8,9,14,12,14,17,25
  └─ Profit for PE,9,5,6,8,10,8,8,9,14,12,14,17,25
  └─ Profit for EPS,-7,5,6,8,4,8,8,9,14,12,14,16,25
  └─ YOY Profit Growth %,-15%,-49%,-34%,8%,9%,54%,36%,11%,49%,43%,67%,95%,75%
EPS in Rs,-7.11,5.22,6.01,7.41,4.20,8.06,8.16,8.22,13.96,11.50,13.61,15.43,24.38
Raw PDF,,,,,,,,,,,,,
