Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,285,299,234,238,391,307,352,373,373,344,357,346,347
  └─ YOY Sales Growth %,-16.28%,-4.69%,-20.35%,-15.33%,37.01%,2.49%,50.21%,56.71%,-4.65%,12.06%,1.34%,-7.19%,-6.95%
Interest,150,154,141,145,162,167,188,193,193,185,167,137,132
Expenses,52,95,78,76,205,124,139,162,161,622,172,193,633
  └─ Employee Cost %,1.22%,21.23%,20.74%,21.18%,15.62%,22.37%,23.06%,20.97%,18.72%,25.20%,22.66%,24.23%,24.07%
Financing Profit,82,49,16,17,24,16,26,18,18,-464,18,16,-418
Financing Margin %,29%,16%,7%,7%,6%,5%,7%,5%,5%,-135%,5%,5%,-120%
Other Income,4,0,15,7,19,17,14,17,26,1186,0,0,0
  └─ Exceptional items,0.00,0.00,15.13,6.51,15.85,14.24,13.84,16.26,23.69,1186.04,0.00,0.00,0.00
  └─ Other income normal,4.05,0.28,0.09,0.71,3.29,2.43,0.24,0.37,2.45,0.16,0.29,0.13,0.11
Depreciation,9,8,6,7,7,8,8,7,8,7,8,8,6
Profit before tax,77,42,25,17,35,25,32,28,36,715,11,8,-424
Tax %,2%,7%,0%,0%,0%,0%,0%,0%,0%,24%,0%,0%,0%
Net Profit,76,39,25,17,35,25,32,28,36,546,10,8,-424
  └─ Exceptional items AT,0,0,15,7,16,14,14,16,24,1017,0,0,0
  └─ Profit excl Excep,76,39,10,10,19,11,18,11,12,-471,10,8,-424
  └─ Profit for PE,76,39,10,10,19,11,18,11,12,-471,10,8,-424
  └─ Profit for EPS,76,39,25,17,35,25,32,28,36,546,10,8,-424
  └─ YOY Profit Growth %,110%,-36%,-81%,-72%,-74%,-73%,85%,11%,-36%,-4510%,-41%,-28%,-3491%
EPS in Rs,5.58,2.86,1.82,1.24,2.59,1.83,2.33,2.04,2.66,39.92,0.77,0.51,-26.24
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
