Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,328.46,194.19,279.14,197.84,248.25,215.86,232.87,213.11,225.52,217.39,228.32,203.90,220.71
  └─ YOY Sales Growth %,-29.17%,-49.30%,-19.31%,-31.65%,-24.42%,11.16%,-16.58%,7.72%,-9.16%,0.71%,-1.95%,-4.32%,-2.13%
Expenses,324.68,180.24,274.22,181.52,257.37,212.53,212.97,192.87,204.43,194.55,205.78,183.80,200.28
  └─ Material Cost %,83%,66%,86%,64%,82%,75%,72%,66%,70%,68%,72%,67%,68%
  └─ Employee Cost %,5%,11%,7%,11%,7%,9%,9%,10%,8%,9%,8%,10%,10%
Operating Profit,3.78,13.95,4.92,16.32,-9.12,3.33,19.90,20.24,21.09,22.84,22.54,20.10,20.43
OPM %,1.15%,7.18%,1.76%,8.25%,-3.67%,1.54%,8.55%,9.50%,9.35%,10.51%,9.87%,9.86%,9.26%
Other Income,0.75,1.48,11.24,2.28,15.66,12.44,0.33,-0.69,-0.38,1.06,1.34,2.09,0.86
  └─ Exceptional items,-1.41,1.23,9.94,1.41,-1.15,12.13,-0.80,-0.86,-1.22,-0.25,0.39,-1.39,0.00
  └─ Other income normal,2.16,0.25,1.30,0.87,16.81,0.31,1.13,0.17,0.84,1.31,0.95,3.48,0.86
Interest,10.53,12.74,11.37,12.46,12.52,11.72,11.29,10.97,11.04,10.70,9.82,11.35,11.15
Depreciation,8.15,7.70,7.73,7.02,7.43,6.44,6.57,6.48,6.39,6.68,6.86,7.20,6.98
Profit before tax,-14.15,-5.01,-2.94,-0.88,-13.41,-2.39,2.37,2.10,3.28,6.52,7.20,3.64,3.16
Tax %,-28.20%,-36.33%,-96.26%,-92.05%,-19.76%,-230.54%,50.63%,49.52%,43.60%,30.06%,22.78%,37.64%,56.33%
Net Profit,-10.17,-3.20,-0.12,-0.07,-10.76,3.12,1.17,1.06,1.84,4.56,5.55,2.26,1.38
  └─ Minority share,-0,-2,-2,-2,-2,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,-1,1,10,1,-1,12,-1,-1,-1,-0,0,-1,0
  └─ Profit excl Excep,-9,-4,-10,-1,-10,-9,2,2,3,5,5,4,1
  └─ Profit for PE,-9,-6,-12,-3,-12,-9,2,2,3,5,5,4,1
  └─ Profit for EPS,-10,-5,-2,-2,-13,3,1,1,2,5,6,2,1
  └─ YOY Profit Growth %,-2512%,-202%,-4%,75%,-32%,-50%,116%,156%,126%,153%,162%,90%,-55%
EPS in Rs,-1.29,-0.60,-0.29,-0.25,-1.61,0.39,0.15,0.13,0.23,0.57,0.69,0.28,0.17
Raw PDF,,,,,,,,,,,,,
