Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1106,1268,1615,1880,1294,2494,1801,1921,1505,2313,2124,2006,1697
  └─ YOY Sales Growth %,9278.88%,83.85%,37.33%,63.10%,17.05%,96.75%,11.52%,2.20%,16.25%,-7.25%,17.95%,4.42%,12.77%
Expenses,1220,1266,1393,1630,1349,1463,2038,2086,1882,1704,2560,2162,1799
  └─ Material Cost %,82%,82%,72%,77%,81%,47%,80%,84%,78%,57%,79%,78%,76%
  └─ Employee Cost %,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
Operating Profit,-115,2,222,250,-55,1031,-237,-165,-377,609,-436,-155,-102
OPM %,-10%,0%,14%,13%,-4%,41%,-13%,-9%,-25%,26%,-21%,-8%,-6%
Other Income,3,205,-47,0,6,4,0,0,5,4,4,1,2
  └─ Exceptional items,0.00,0.00,-50.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,3.12,204.72,3.44,0.37,6.24,3.90,0.25,0.32,5.30,3.55,3.57,0.93,2.48
Interest,21,24,29,32,29,26,30,23,16,17,19,18,19
Depreciation,4,4,4,5,4,4,4,4,4,3,4,4,3
Profit before tax,-137,179,142,213,-81,1005,-270,-192,-391,592,-456,-176,-123
Tax %,1%,0%,1%,12%,0%,15%,-11%,-11%,-8%,15%,-13%,-8%,-10%
Net Profit,-138,178,140,187,-82,851,-242,-170,-359,502,-397,-162,-110
  └─ Minority share,0,1,0,0,0,0,0,0,3,0,0,1,-0
  └─ Exceptional items AT,0,0,-49,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,-138,178,190,187,-82,851,-242,-170,-359,502,-397,-162,-110
  └─ Profit for PE,-138,179,190,188,-81,852,-241,-170,-356,503,-397,-161,-110
  └─ Profit for EPS,-138,179,141,188,-81,852,-241,-170,-356,503,-397,-161,-110
  └─ YOY Profit Growth %,-124%,183%,84%,648%,41%,376%,-227%,-191%,-338%,-41%,-64%,5%,69%
EPS in Rs,-1.00,1.29,1.02,1.36,-0.59,6.16,-1.75,-1.23,-2.57,3.64,-2.87,-1.17,-0.80
Raw PDF,,,,,,,,,,,,,
