Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,535,404,444,448,433,375,464,531,435,632,491,490,559
  └─ YOY Sales Growth %,-36.12%,-58.62%,-35.66%,-34.61%,-18.97%,-7.08%,4.64%,18.53%,0.45%,68.58%,5.73%,-7.68%,28.48%
Expenses,445,363,411,413,427,354,415,502,359,567,459,435,453
  └─ Material Cost %,48.52%,47.25%,52.36%,56.14%,52.83%,52.52%,56.01%,63.58%,48.89%,55.73%,50.85%,43.89%,43.83%
  └─ Employee Cost %,2.74%,2.59%,2.45%,2.60%,2.80%,4.75%,2.70%,2.08%,-0.71%,1.74%,5.33%,7.03%,3.96%
Operating Profit,90,41,32,35,7,21,49,29,76,65,32,55,106
OPM %,17%,10%,7%,8%,2%,6%,11%,6%,18%,10%,7%,11%,19%
Other Income,43,44,60,79,174,561,179,97,-116,649,-153,76,-159
  └─ Other income normal,43,44,60,79,174,561,179,97,-116,649,-153,76,-159
Interest,1,0,0,0,1,2,5,6,8,12,14,4,14
Depreciation,5,5,5,5,5,5,6,6,6,6,6,6,6
Profit before tax,126,80,87,108,175,576,217,114,-54,696,-141,122,-72
Tax %,22%,25%,28%,21%,19%,21%,34%,21%,7%,23%,-16%,24%,-2%
Net Profit,98,60,62,85,142,456,143,90,-58,538,-119,93,-71
  └─ Minority share,0,-0,-0,0,0,0,1,1,-3,-2,-2,-4,0
  └─ Profit excl Excep,98,60,62,85,142,456,143,90,-58,538,-119,93,-71
  └─ Profit for PE,98,60,62,85,142,457,144,91,-61,536,-121,89,-70
  └─ Profit for EPS,98,60,62,85,142,457,144,91,-61,536,-121,89,-70
  └─ YOY Profit Growth %,-59%,-79%,-48%,17%,45%,666%,132%,6%,-143%,17%,-184%,-2%,-15%
EPS in Rs,33.71,20.47,21.28,29.31,48.81,156.82,49.41,31.20,-20.96,184.17,-41.55,30.54,-24.20
Raw PDF,,,,,,,,,,,,,
