Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1138,913,971,921,1002,977,991,1029,1075,1105,1083,1044,1125
  └─ YOY Sales Growth %,-0.29%,-19.10%,-13.84%,-17.98%,-11.99%,7.06%,2.00%,11.78%,7.37%,13.08%,9.33%,1.46%,4.63%
Expenses,936,882,955,941,998,923,945,951,974,1010,1009,948,1015
  └─ Material Cost %,33.76%,39.20%,43.43%,42.53%,42.11%,42.90%,40.39%,38.68%,37.20%,39.74%,39.71%,34.12%,34.57%
  └─ Employee Cost %,5.72%,7.31%,6.72%,7.10%,6.76%,7.04%,7.17%,6.13%,7.55%,8.04%,10.18%,8.34%,7.49%
Operating Profit,202,31,16,-20,4,54,46,78,101,95,74,96,110
OPM %,18%,3%,2%,-2%,0%,6%,5%,8%,9%,9%,7%,9%,10%
Other Income,8,12,71,5,3,3,49,15,24,8,59,30,25
  └─ Other income normal,8.13,11.80,71.03,4.70,2.54,3.30,49.25,15.16,24.43,8.47,59.35,30.47,25.44
Interest,8,10,11,11,12,11,11,10,18,14,16,18,15
Depreciation,88,89,95,96,97,97,100,98,97,102,104,104,104
Profit before tax,115,-57,-18,-123,-102,-50,-16,-15,10,-12,14,4,15
Tax %,38%,0%,-0%,-6%,-55%,-11%,15%,-27%,13%,15%,-21%,621%,3%
Net Profit,71,-57,-18,-115,-46,-45,-18,-11,9,-14,16,-20,15
  └─ Profit excl Excep,71,-57,-18,-115,-46,-45,-18,-11,9,-14,16,-20,15
  └─ Profit for PE,71,-57,-18,-115,-46,-45,-18,-11,9,-14,16,-20,15
  └─ Profit for EPS,71,-57,-18,-115,-46,-45,-18,-11,9,-14,16,-20,15
  └─ YOY Profit Growth %,-68%,-130%,-130%,-232%,-165%,22%,1%,90%,119%,69%,190%,-78%,70%
EPS in Rs,9.67,-7.78,-2.50,-15.68,-6.29,-6.06,-2.48,-1.53,1.20,-1.88,2.23,-2.72,2.04
Raw PDF,,,,,,,,,,,,,
