Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,368,363,351,346,370,346,361,315,381,371,392,425,433
  └─ YOY Sales Growth %,14.64%,16.58%,8.40%,10.31%,0.69%,-4.48%,3.00%,-8.71%,2.77%,7.12%,8.57%,34.70%,13.79%
Expenses,318,326,312,305,328,306,320,276,343,333,346,375,385
  └─ Material Cost %,48%,48%,47%,46%,46%,46%,46%,46%,48%,50%,50%,51%,51%
  └─ Employee Cost %,17%,21%,21%,22%,20%,22%,23%,23%,23%,22%,20%,20%,20%
Operating Profit,49,37,39,41,43,40,41,39,38,38,46,50,49
OPM %,13%,10%,11%,12%,12%,12%,11%,12%,10%,10%,12%,12%,11%
Other Income,7,38,8,9,50,3,7,-0,13,10,-0,-8,0
  └─ Exceptional items,0.00,17.63,0.00,0.00,44.68,0.00,0.00,0.00,0.00,0.00,-6.88,-14.27,-6.42
  └─ Other income normal,7.16,20.26,7.92,8.88,5.76,3.01,7.49,-0.28,12.58,10.10,6.81,5.88,6.92
Interest,15,13,16,16,18,14,15,14,14,14,15,14,14
Depreciation,17,16,16,17,17,17,18,17,17,18,19,20,19
Profit before tax,25,46,15,16,58,12,16,8,19,15,12,8,15
Tax %,30%,10%,20%,30%,2%,3%,25%,56%,17%,30%,72%,27%,18%
Net Profit,18,41,12,11,57,11,12,4,16,11,3,6,13
  └─ Exceptional items AT,0.00,15.82,0.00,0.00,41.46,0.00,0.00,0.00,0.00,0.00,-1.96,-8.92,-5.28
  └─ Profit excl Excep,17.56,25.54,12.10,11.24,15.65,11.39,12.03,3.53,16.09,10.77,5.27,14.69,17.84
  └─ Profit for PE,17.56,25.54,12.10,11.24,15.65,11.39,12.03,3.53,16.09,10.77,5.27,14.69,17.84
  └─ Profit for EPS,17.56,41.36,12.10,11.24,57.11,11.39,12.03,3.53,16.09,10.77,3.31,5.77,12.56
  └─ YOY Profit Growth %,16.91%,212.61%,20.52%,60.11%,-10.88%,-55.40%,-0.58%,-68.59%,2.81%,-5.44%,-56.19%,316.15%,10.88%
EPS in Rs,27.69,65.22,19.08,17.72,90.06,17.96,18.97,5.57,25.37,16.98,5.22,9.10,19.81
Raw PDF,,,,,,,,,,,,,
