Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,388,370,397,399,398,382,398,374,371,362,385,414,430
  └─ YOY Sales Growth %,19.97%,7.62%,10.93%,7.18%,2.37%,3.25%,0.41%,-6.18%,-6.76%,-5.37%,-3.35%,10.57%,15.93%
Expenses,319,305,322,323,320,309,321,301,298,298,318,344,349
  └─ Material Cost %,48.33%,46.49%,46.43%,46.67%,44.00%,44.93%,40.63%,42.37%,45.82%,45.83%,41.64%,46.85%,44.88%
  └─ Employee Cost %,9.38%,9.61%,9.29%,9.11%,10.45%,10.32%,10.65%,10.84%,10.73%,11.18%,12.16%,11.31%,9.95%
Operating Profit,70,65,75,75,78,73,77,73,73,63,67,69,81
OPM %,18%,18%,19%,19%,20%,19%,19%,20%,20%,18%,17%,17%,19%
Other Income,5,5,5,6,6,6,7,4,6,8,4,3,1
  └─ Exceptional items,0.16,0.00,0.58,0.12,0.60,0.00,0.00,0.00,0.02,0.00,0.00,0.59,-0.04
  └─ Other income normal,4.71,5.26,4.08,5.40,5.75,5.54,7.11,3.55,6.47,7.75,3.96,2.64,0.67
Interest,7,10,9,11,13,15,16,15,14,18,21,20,18
Depreciation,21,21,21,21,20,22,23,23,26,25,24,26,28
Profit before tax,47,40,50,49,50,42,45,39,40,28,25,26,35
Tax %,34%,28%,29%,31%,27%,29%,29%,31%,17%,31%,34%,33%,-26%
Net Profit,31,29,35,34,37,30,32,27,33,19,17,18,45
  └─ Exceptional items AT,0.16,0.00,0.58,0.12,0.60,0.00,0.00,0.00,0.02,0.00,0.00,0.59,-0.04
  └─ Profit excl Excep,30.63,29.00,34.87,33.42,36.20,30.11,31.91,26.55,33.27,19.19,16.57,16.98,44.78
  └─ Profit for PE,30.63,29.00,34.87,33.42,36.20,30.11,31.91,26.55,33.27,19.19,16.57,16.98,44.78
  └─ Profit for EPS,30.79,29.00,35.45,33.54,36.80,30.11,31.91,26.55,33.29,19.19,16.57,17.57,44.74
  └─ YOY Profit Growth %,273.54%,2.40%,5.92%,-6.65%,18.18%,3.83%,-8.49%,-20.56%,-8.09%,-36.27%,-48.07%,-36.05%,34.60%
EPS in Rs,6.37,6.00,7.34,6.94,7.62,6.23,6.61,5.50,6.89,3.97,3.43,3.64,9.27
Raw PDF,,,,,,,,,,,,,
