Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2056,2416,2848,3288,3562,4206,4799,5405,5833,7167,13590,16315,17292
  └─ YOY Sales Growth %,70%,71%,71%,69%,73%,74%,68%,64%,64%,70%,183%,202%,196%
Expenses,2282,2464,2895,3237,3476,4029,4573,5243,5761,7052,13351,15947,16806
  └─ Material Cost %,21%,23%,24%,24%,24%,26%,28%,28%,28%,32%,57%,60%,60%
  └─ Employee Cost %,17%,14%,15%,13%,14%,13%,12%,13%,13%,12%,6%,6%,5%
Operating Profit,-226,-48,-47,51,86,177,226,162,72,115,239,368,486
OPM %,-11%,-2%,-2%,2%,2%,4%,5%,3%,1%,2%,2%,2%,3%
Other Income,171,181,212,219,235,236,221,252,368,354,352,348,342
  └─ Other income normal,171,181,212,219,235,236,221,252,368,354,352,348,342
Interest,15,18,16,18,20,25,30,43,56,67,86,107,132
Depreciation,134,130,128,128,140,149,180,247,287,314,376,439,468
Profit before tax,-204,-15,21,124,161,239,237,124,97,88,129,170,228
Tax %,-8%,-113%,-71%,-11%,-9%,-6%,26%,52%,60%,72%,50%,40%,24%
Net Profit,-188,2,36,138,175,253,176,59,39,25,65,102,174
  └─ Minority share,-1,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,-188,2,36,138,175,253,176,59,39,25,65,102,174
  └─ Profit for PE,-189,2,36,138,175,253,176,59,39,25,65,102,174
  └─ Profit for EPS,-189,2,36,138,175,253,176,59,39,25,65,102,174
  └─ YOY Profit Growth %,46%,101%,114%,140%,193%,12550%,389%,-57%,-78%,-90%,-63%,73%,346%
EPS in Rs,-0.22,0.00,0.04,0.16,0.20,0.29,0.20,0.06,0.04,0.03,0.07,0.11,0.18
Raw PDF,,,,,,,,,,,,,
