Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,639.08,436.70,178.10,279.06,525.70,773.68,377.10,376.84,643.25,662.39,213.26,427.75,591.05
  └─ YOY Sales Growth %,,,,1.25%,-17.74%,77.17%,111.73%,35.04%,22.36%,-14.38%,-43.45%,13.51%,-8.12%
Expenses,577.92,407.71,170.68,255.67,470.81,722.17,368.19,353.66,572.36,608.04,214.36,398.39,567.38
  └─ Material Cost %,85%,86%,84%,83%,82%,86%,85%,82%,81%,84%,84%,83%,87%
  └─ Employee Cost %,1%,2%,6%,4%,3%,2%,4%,4%,3%,3%,6%,4%,3%
Operating Profit,61.16,28.99,7.42,23.39,54.89,51.51,8.91,23.18,70.89,54.35,-1.10,29.36,23.67
OPM %,9.57%,6.64%,4.17%,8.38%,10.44%,6.66%,2.36%,6.15%,11.02%,8.21%,-0.52%,6.86%,4.00%
Other Income,1.10,0.79,0.73,1.88,5.55,6.13,4.74,4.87,5.50,5.68,6.16,2.77,2.85
  └─ Exceptional items,-1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,2.65,0.79,0.73,1.88,5.55,6.13,4.74,4.87,5.50,5.68,6.16,2.77,2.85
Interest,9.27,9.80,8.09,9.74,11.32,14.01,13.75,12.44,13.73,15.85,20.23,13.48,11.37
Depreciation,7.06,7.75,8.32,8.86,10.55,11.32,11.60,12.11,12.36,12.72,13.51,13.61,14.15
Profit before tax,45.93,12.23,-8.26,6.67,38.57,32.31,-11.70,3.50,50.30,31.46,-28.68,5.04,1.00
Tax %,27.39%,28.62%,-26.51%,26.69%,27.85%,27.55%,-27.35%,28.00%,25.01%,27.21%,-22.42%,48.61%,97.00%
Net Profit,33.35,8.73,-6.08,4.89,27.83,23.41,-8.49,2.51,37.72,22.89,-22.25,2.59,0.02
  └─ Exceptional items AT,-1,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,34,9,-6,5,28,23,-8,3,38,23,-22,3,0
  └─ Profit for PE,34,9,-6,5,28,23,-8,3,38,23,-22,3,0
  └─ Profit for EPS,33,9,-6,5,28,23,-8,3,38,23,-22,3,0
  └─ YOY Profit Growth %,,,,178%,-19%,168%,-40%,-49%,36%,-2%,-162%,3%,-100%
EPS in Rs,6.40,1.68,-1.17,0.62,2.91,2.44,-0.88,0.26,3.93,2.39,-2.31,0.27,0.00
Raw PDF,,,,,,,,,,,,,
