Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,63.73,74.65,69.26,72.05,89.99,92.55,78.46,84.60,89.11,82.50,81.37,94.78,75.14
  └─ YOY Sales Growth %,-33.38%,-9.27%,-14.77%,-18.39%,41.21%,23.98%,13.28%,17.42%,-0.98%,-10.86%,3.71%,12.03%,-15.68%
Expenses,61.45,72.11,61.33,62.75,78.63,76.27,69.89,71.85,81.69,70.79,67.79,80.73,70.98
  └─ Material Cost %,49.05%,58.71%,46.58%,43.43%,48.66%,46.81%,45.59%,42.07%,44.18%,42.59%,38.12%,46.02%,41.10%
  └─ Employee Cost %,17.97%,16.65%,17.73%,17.43%,14.99%,15.54%,17.96%,17.26%,18.48%,19.75%,19.95%,17.62%,21.52%
Operating Profit,2.28,2.54,7.93,9.30,11.36,16.28,8.57,12.75,7.42,11.71,13.58,14.05,4.16
OPM %,3.58%,3.40%,11.45%,12.91%,12.62%,17.59%,10.92%,15.07%,8.33%,14.19%,16.69%,14.82%,5.54%
Other Income,4.81,0.61,0.27,0.58,2.36,0.44,2.04,0.06,2.34,1.00,0.42,0.18,2.01
  └─ Exceptional items,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,2.46,0.61,0.27,0.58,2.36,0.44,2.04,0.06,2.34,1.00,0.42,0.18,2.01
Interest,1.80,2.18,2.81,2.34,2.84,2.40,2.14,2.14,2.03,1.87,1.62,1.54,1.42
Depreciation,2.92,3.70,3.73,3.73,3.78,3.68,3.76,3.76,3.80,3.82,3.89,3.91,3.85
Profit before tax,2.37,-2.73,1.66,3.81,7.10,10.64,4.71,6.91,3.93,7.02,8.49,8.78,0.90
Tax %,10.55%,40.29%,126.51%,-8.14%,8.73%,33.27%,29.72%,29.81%,11.45%,37.61%,24.38%,24.26%,62.22%
Net Profit,2.11,-3.83,-0.44,4.12,6.47,7.10,3.30,4.86,3.48,4.39,6.42,6.65,0.35
  └─ Minority share,-0,2,1,0,-1,-0,1,1,-1,-0,-0,-0,0
  └─ Exceptional items AT,1,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,1,-4,-0,4,6,7,3,5,3,4,6,7,0
  └─ Profit for PE,1,-2,1,4,6,7,5,5,3,4,6,7,0
  └─ Profit for EPS,2,-2,1,4,6,7,5,5,3,4,6,7,0
  └─ YOY Profit Growth %,-78%,-160%,-75%,8%,562%,489%,587%,27%,-50%,-41%,31%,21%,-85%
EPS in Rs,5.66,-5.95,2.25,14.22,19.52,23.15,15.45,18.09,9.82,13.76,20.18,21.90,1.46
Raw PDF,,,,,,,,,,,,,
