Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,59162,59381,59692,60583,61237,62613,64259,63973,64479,63437,65799,67087,70698
  └─ YOY Sales Growth %,16.94%,12.55%,7.92%,4.04%,3.51%,5.44%,7.65%,5.60%,5.29%,1.32%,2.40%,4.87%,9.65%
Expenses,43388,44383,43946,44195,44073,45951,47528,46939,47499,46562,47821,48818,51422
  └─ Employee Cost %,57%,59%,59%,57%,57%,58%,57%,56%,57%,59%,59%,57%,57%
Operating Profit,15774,14998,15746,16388,17164,16662,16731,17034,16980,16875,17978,18269,19276
OPM %,27%,25%,26%,27%,28%,27%,26%,27%,26%,27%,27%,27%,27%
Other Income,1175,1397,1006,-96,1157,962,729,1243,1028,1660,-268,-2273,757
  └─ Exceptional items,0,0,0,-958,0,0,0,0,0,0,-1135,-3391,0
  └─ Other income normal,1175,1397,1006,862,1157,962,729,1243,1028,1660,867,1118,757
Interest,272,163,159,230,226,173,162,234,227,195,229,538,265
Depreciation,1286,1243,1263,1233,1246,1220,1266,1377,1379,1361,1413,1380,1406
Profit before tax,15391,14989,15330,14829,16849,16231,16032,16666,16402,16979,16068,14078,18362
Tax %,26%,26%,26%,25%,26%,25%,25%,25%,25%,24%,24%,24%,25%
Net Profit,11436,11120,11380,11097,12502,12105,11955,12444,12293,12819,12131,10720,13784
  └─ Minority share,-44,-46,-38,-39,-68,-65,-46,-64,-69,-59,-56,-63,-66
  └─ Exceptional items AT,0,0,0,-717,0,0,0,0,0,0,-855,-2566,0
  └─ Profit excl Excep,11436,11120,11380,11814,12502,12105,11955,12444,12293,12819,12986,13286,13784
  └─ Profit for PE,11392,11074,11342,11772,12434,12040,11909,12380,12224,12760,12926,13208,13718
  └─ Profit for EPS,11392,11074,11342,11058,12434,12040,11909,12380,12224,12760,12075,10657,13718
  └─ YOY Profit Growth %,15%,17%,9%,9%,9%,9%,5%,5%,-2%,6%,9%,7%,12%
EPS in Rs,31.13,30.26,31.00,30.56,34.37,33.28,32.92,34.22,33.79,35.27,33.37,29.45,37.92
Raw PDF,,,,,,,,,,,,,
