Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,560,371,381,399,565,494,518,328,731,516,718,687,1156
  └─ YOY Sales Growth %,3%,7%,80%,-28%,1%,33%,36%,-18%,29%,5%,39%,110%,58%
Expenses,374,278,260,293,339,305,366,220,465,304,436,347,528
  └─ Material Cost %,2.37%,-4.30%,-9.94%,-1.61%,-0.85%,-5.65%,6.15%,-29.69%,15.85%,-3.87%,3.46%,-4.35%,2.96%
  └─ Employee Cost %,14.11%,16.92%,17.52%,18.47%,11.07%,16.86%,14.34%,22.83%,11.03%,15.54%,12.83%,13.97%,7.87%
Operating Profit,186,93,121,107,226,188,152,108,267,212,282,340,628
OPM %,33%,25%,32%,27%,40%,38%,29%,33%,36%,41%,39%,50%,54%
Other Income,52,14,11,10,20,7,32,16,46,10,11,-78,33
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-95.75,0.00
  └─ Other income normal,51.61,13.79,11.15,9.95,19.85,6.84,31.86,15.80,45.88,10.28,10.82,17.97,32.68
Interest,3,4,4,4,4,3,1,1,2,2,0,2,1
Depreciation,61,41,46,30,59,38,48,38,52,41,44,48,67
Profit before tax,174,62,83,82,184,154,135,84,259,179,249,213,592
Tax %,24%,24%,27%,23%,32%,26%,25%,26%,27%,25%,25%,26%,25%
Net Profit,132,47,61,63,124,113,102,63,187,134,184,156,444
  └─ Profit from Associates,0,0,0,0,-0,0,0,0,-2,-0,-2,-0,0
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-70,0
  └─ Profit excl Excep,132,47,61,63,124,113,102,63,187,134,184,227,444
  └─ Profit for PE,132,47,61,63,124,113,102,63,187,134,184,227,444
  └─ Profit for EPS,132,47,61,63,124,113,102,63,187,134,184,156,444
  └─ YOY Profit Growth %,49%,-17%,135%,-21%,-6%,140%,68%,-0%,51%,18%,81%,261%,137%
EPS in Rs,1.37,0.49,0.63,0.65,1.29,1.17,1.05,0.65,1.94,1.39,1.90,1.62,4.59
Raw PDF,,,,,,,,,,,,,
