Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,77.42,87.68,105.42,101.43,68.75,84.85,126.75,127.64,103.94,88.37,132.28,106.83,103.39
  └─ YOY Sales Growth %,-15.64%,-29.75%,-26.57%,-1.75%,-11.20%,-3.23%,20.23%,25.84%,51.19%,4.15%,4.36%,-16.30%,-0.53%
Expenses,94.04,90.30,96.42,125.76,84.41,90.11,101.46,119.87,106.03,88.49,112.76,98.49,107.74
  └─ Material Cost %,36.18%,25.70%,22.88%,39.60%,31.87%,26.39%,23.55%,43.71%,40.06%,22.37%,29.32%,29.43%,28.34%
  └─ Employee Cost %,39.29%,37.74%,33.61%,32.55%,44.55%,40.71%,27.55%,23.57%,27.28%,37.29%,27.47%,32.51%,29.94%
Operating Profit,-16.62,-2.62,9.00,-24.33,-15.66,-5.26,25.29,7.77,-2.09,-0.12,19.52,8.34,-4.35
OPM %,-21.47%,-2.99%,8.54%,-23.99%,-22.78%,-6.20%,19.95%,6.09%,-2.01%,-0.14%,14.76%,7.81%,-4.21%
Other Income,7.67,4.59,1.86,8.25,-1.07,1.74,3.53,13.23,3.99,0.49,2.63,2.85,5.63
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.04,-0.09,0.00,0.00,0.00,0.00
  └─ Other income normal,7.67,4.59,1.86,8.25,-1.07,1.74,3.53,1.19,4.08,0.49,2.63,2.85,5.63
Interest,4.42,3.98,3.51,3.94,2.86,3.46,2.85,2.95,3.10,3.24,3.14,3.19,3.41
Depreciation,2.91,3.03,3.15,2.86,2.72,2.67,2.78,2.80,2.61,2.65,2.79,2.69,2.78
Profit before tax,-16.28,-5.04,4.20,-22.88,-22.31,-9.65,23.19,15.25,-3.81,-5.52,16.22,5.31,-4.91
Tax %,-33.54%,4.37%,13.33%,-2.32%,10.49%,1.76%,7.37%,14.56%,-153.54%,-1.27%,12.02%,14.31%,-20.98%
Net Profit,-10.81,-5.26,3.64,-22.35,-24.65,-9.82,21.47,13.03,2.04,-5.46,14.26,4.54,-3.89
  └─ Exceptional items AT,0,0,0,0,0,0,0,10,-0,0,0,0,0
  └─ Profit excl Excep,-11,-5,4,-22,-25,-10,21,3,2,-5,14,5,-4
  └─ Profit for PE,-11,-5,4,-22,-25,-10,21,3,2,-5,14,5,-4
  └─ Profit for EPS,-11,-5,4,-22,-25,-10,21,13,2,-5,14,5,-4
  └─ YOY Profit Growth %,-101%,-73%,-80%,-3120%,-128%,-87%,490%,112%,109%,44%,-34%,66%,-283%
EPS in Rs,-5.07,-2.46,1.71,-10.47,-11.55,-4.60,10.06,6.11,0.96,-2.56,6.68,2.13,-1.82
Raw PDF,,,,,,,,,,,,,
