Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,17635,17164,17774,17195,17038,17778,19990,18790,18765,21495,19502,20047,17825
  └─ YOY Sales Growth %,6.52%,-7.17%,3.90%,-2.88%,-3.39%,3.57%,12.47%,9.28%,10.14%,20.91%,-2.44%,6.69%,-5.01%
Expenses,11011,10494,11320,10985,10736,11233,13438,12428,12246,14678,12807,13165,10900
  └─ Material Cost %,38.39%,38.16%,39.77%,40.53%,38.22%,40.57%,45.35%,42.38%,41.23%,47.60%,41.75%,41.99%,32.31%
  └─ Employee Cost %,8.18%,8.63%,8.48%,8.33%,8.21%,8.54%,7.33%,8.46%,8.51%,7.80%,8.48%,8.50%,9.80%
Operating Profit,6624,6670,6454,6210,6302,6545,6552,6362,6519,6816,6695,6883,6924
OPM %,38%,39%,36%,36%,37%,37%,33%,34%,35%,32%,34%,34%,39%
Other Income,683,722,674,820,868,771,690,803,15391,751,739,322,700
  └─ Exceptional items,73,0,0,169,185,85,75,203,14653,0,88,-355,-25
  └─ Other income normal,610,722,674,651,683,686,615,600,739,751,651,676,725
Interest,12,10,10,12,11,10,15,10,11,16,20,19,29
Depreciation,461,442,453,384,385,403,416,416,411,423,435,431,422
Profit before tax,6833,6940,6665,6635,6774,6903,6811,6740,21489,7128,6979,6754,7173
Tax %,24%,25%,26%,19%,23%,25%,26%,26%,8%,25%,26%,26%,24%
Net Profit,5243,5190,4965,5407,5191,5177,5054,5013,19808,5343,5187,5018,5470
  └─ Profit from Associates,18,9,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,-67,-85,-66,-71,-70,-85,-62,-78,-81,-99,-60,-87,-82
  └─ Exceptional items AT,55,0,0,169,185,85,75,203,14653,0,65,-263,-19
  └─ Profit excl Excep,5188,5190,4965,5238,5006,5092,4979,4810,5155,5343,5121,5282,5489
  └─ Profit for PE,5121,5105,4898,5169,4938,5008,4918,4735,5134,5244,5061,5190,5407
  └─ Profit for EPS,5175,5105,4898,5335,5121,5092,4993,4935,19727,5244,5126,4931,5388
  └─ YOY Profit Growth %,22%,16%,6%,3%,-4%,-2%,0%,-8%,4%,5%,3%,10%,5%
EPS in Rs,4.16,4.10,3.93,4.28,4.10,4.08,3.99,3.94,15.76,4.19,4.09,3.94,4.30
Raw PDF,,,,,,,,,,,,,
