Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2.78,1.07,1.57,2.06,1.03,1.39,3.64,0.59,3.87,2.05,0.00,28.01,50.82
  └─ YOY Sales Growth %,60%,312%,947%,2%,-63%,30%,132%,-71%,276%,47%,-100%,4647%,1213%
Expenses,4.51,1.87,2.49,2.90,1.83,2.53,4.82,2.52,5.41,4.39,3.09,27.72,47.14
  └─ Material Cost %,100%,100%,99%,100%,99%,99%,98%,98%,98%,98%,,80%,92%
  └─ Employee Cost %,16%,37%,21%,17%,34%,30%,10%,66%,9%,82%,,1%,0%
Operating Profit,-1.73,-0.80,-0.92,-0.84,-0.80,-1.14,-1.18,-1.93,-1.54,-2.34,-3.09,0.29,3.68
OPM %,-62.23%,-74.77%,-58.60%,-40.78%,-77.67%,-82.01%,-32.42%,-327.12%,-39.79%,-114.15%,,1.04%,7.24%
Other Income,1.41,1.48,1.76,1.88,23.18,2.48,69.49,1.70,0.98,6.17,2.58,1.68,2.31
  └─ Exceptional items,0.71,0.80,1.01,1.25,19.32,0.63,67.27,1.11,0.59,1.27,1.85,0.73,2.26
  └─ Other income normal,0.70,0.68,0.75,0.63,3.86,1.85,2.22,0.59,0.39,4.90,0.73,0.95,0.05
Interest,0.23,0.20,0.18,0.12,0.00,0.04,0.04,0.03,0.06,0.06,0.04,0.00,0.01
Depreciation,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.13,0.14,0.08,0.03,0.03
Profit before tax,-0.63,0.40,0.58,0.84,22.30,1.20,68.17,-0.34,-0.75,3.63,-0.63,1.94,5.95
Tax %,285.71%,0.00%,0.00%,0.00%,13.54%,0.00%,0.00%,0.00%,-132.00%,0.00%,0.00%,0.00%,17.98%
Net Profit,-2.43,0.40,0.58,0.84,19.28,1.20,68.17,-0.34,0.24,3.63,-0.63,1.94,4.88
  └─ Exceptional items AT,-1,1,1,1,17,1,67,1,1,1,2,1,2
  └─ Profit excl Excep,-1,-0,-0,-0,3,1,1,-1,-0,2,-2,1,3
  └─ Profit for PE,-1,-0,-0,-0,3,1,1,-1,-0,2,-2,1,3
  └─ Profit for EPS,-2,0,1,1,19,1,68,-0,0,4,-1,2,5
  └─ YOY Profit Growth %,70%,85%,92%,-106%,293%,242%,309%,-254%,-114%,314%,-376%,183%,966%
EPS in Rs,-0.74,0.12,0.18,0.25,5.84,0.36,20.64,-0.10,0.07,1.10,-0.19,0.59,1.48
Raw PDF,,,,,,,,,,,,,
