Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,277,217,292,321,362,258,389,444,428,278,311,303,369
  └─ YOY Sales Growth %,,,,,30.46%,18.76%,33.45%,38.38%,18.30%,7.96%,-20.24%,-31.71%,-13.78%
Expenses,245,197,268,292,324,238,358,416,371,253,279,276,326
  └─ Material Cost %,76%,75%,79%,78%,76%,75%,79%,73%,66%,60%,59%,59%,61%
  └─ Employee Cost %,10%,11%,9%,10%,10%,13%,9%,13%,14%,21%,17%,19%,16%
Operating Profit,32,20,24,29,38,20,32,28,57,25,31,28,43
OPM %,12%,9%,8%,9%,11%,8%,8%,6%,13%,9%,10%,9%,12%
Other Income,-1,1,9,9,8,9,7,7,3,4,23,4,5
  └─ Other income normal,-1.29,0.91,9.28,9.32,8.31,8.89,7.10,6.85,3.32,4.18,22.66,4.29,5.13
Interest,9,9,8,8,9,8,11,10,9,9,7,6,6
Depreciation,5,5,5,6,6,7,7,10,10,11,11,11,11
Profit before tax,17,7,20,25,31,14,21,15,42,10,36,15,32
Tax %,27%,23%,26%,25%,26%,25%,26%,27%,26%,26%,12%,25%,29%
Net Profit,13,5,15,18,23,11,15,11,31,7,32,11,22
  └─ Profit excl Excep,12.59,5.36,14.65,18.44,22.74,10.60,15.45,10.99,31.04,7.46,32.15,11.23,22.44
  └─ Profit for PE,12.59,5.36,14.65,18.44,22.74,10.60,15.45,10.99,31.04,7.46,32.15,11.23,22.44
  └─ Profit for EPS,12.59,5.36,14.65,18.44,22.74,10.60,15.45,10.99,31.04,7.46,32.15,11.23,22.44
  └─ YOY Profit Growth %,,,,,80.62%,97.76%,5.46%,-40.40%,36.50%,-29.62%,108.09%,2.18%,-27.71%
EPS in Rs,2.38,0.94,1.85,2.33,2.87,1.34,1.95,1.39,3.91,0.94,4.05,1.41,2.83
Raw PDF,,,,,,,,,,,,,
