Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,44,79,122,34,36,63,121,35,42,87,131,36,39
  └─ YOY Sales Growth %,17.60%,1.27%,13.43%,19.77%,-19.02%,-19.37%,-0.80%,1.56%,16.06%,37.74%,7.99%,4.23%,-7.59%
Expenses,23,21,22,20,22,23,21,23,25,27,31,23,28
  └─ Employee Cost %,8.08%,4.54%,2.91%,10.12%,9.23%,5.83%,3.33%,11.21%,9.39%,5.24%,3.32%,12.26%,10.18%
Operating Profit,22,58,100,14,14,41,100,11,17,60,100,13,10
OPM %,49%,74%,82%,41%,40%,64%,83%,33%,40%,69%,76%,36%,26%
Other Income,9,-7,15,6,1,5,6,5,5,6,18,1,8
  └─ Exceptional items,6.57,-7.85,13.26,1.94,-2.51,0.00,3.84,-0.55,-0.72,-0.18,13.09,-3.27,0.41
  └─ Other income normal,2.02,0.60,1.80,4.20,3.10,4.95,2.09,5.89,5.87,5.79,4.44,4.09,8.03
Interest,28,21,20,20,19,19,19,18,16,16,15,13,13
Depreciation,21,21,21,21,21,21,21,21,21,21,22,22,22
Profit before tax,-19,9,75,-21,-25,6,66,-22,-15,29,81,-21,-16
Tax %,0%,0%,0%,0%,1%,2%,0%,0%,-2%,0%,0%,0%,4%
Net Profit,-19,9,75,-21,-25,6,66,-22,-15,29,81,-21,-17
  └─ Minority share,-1.17,-0.88,-0.04,-0.43,-0.52,0.85,0.33,-1.61,-0.94,0.28,-0.02,-1.42,-1.02
  └─ Exceptional items AT,6.57,-7.85,13.26,1.94,-2.48,0.00,3.84,-0.55,-0.72,-0.18,13.09,-3.27,0.39
  └─ Profit excl Excep,-25.54,17.14,61.74,-22.58,-22.77,6.00,62.62,-21.86,-14.37,28.80,67.85,-18.16,-16.95
  └─ Profit for PE,-26.71,15.52,61.71,-23.01,-23.29,6.85,62.95,-23.47,-15.31,29.08,67.83,-19.58,-17.97
  └─ Profit for EPS,-20.14,8.41,74.96,-21.07,-25.77,6.85,66.79,-24.02,-16.03,28.90,80.92,-22.85,-17.58
  └─ YOY Profit Growth %,16.22%,156.89%,54.89%,-181.64%,12.80%,-55.85%,2.01%,-2.00%,34.26%,324.53%,7.76%,16.57%,-17.37%
EPS in Rs,-0.17,0.07,0.64,-0.18,-0.22,0.06,0.57,-0.20,-0.14,0.25,0.69,-0.19,-0.15
Raw PDF,,,,,,,,,,,,,
