Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,18.34,18.81,19.12,18.48,22.36,19.75,22.95,21.55,31.00,27.01,26.81,32.49,46.59
  └─ YOY Sales Growth %,11%,55%,11%,4%,22%,5%,20%,17%,39%,37%,17%,51%,50%
Expenses,13.26,14.06,13.32,13.54,16.50,13.73,17.25,15.71,26.28,19.63,19.83,24.65,36.61
  └─ Material Cost %,11.94%,17.07%,13.18%,14.07%,15.16%,9.77%,23.53%,11.83%,22.42%,13.22%,18.76%,19.64%,9.08%
  └─ Employee Cost %,22.79%,25.78%,27.56%,29.87%,25.49%,29.97%,30.33%,34.15%,23.35%,29.40%,28.31%,31.70%,15.37%
Operating Profit,5.08,4.75,5.80,4.94,5.86,6.02,5.70,5.84,4.72,7.38,6.98,7.84,9.98
OPM %,27.70%,25.25%,30.33%,26.73%,26.21%,30.48%,24.84%,27.10%,15.23%,27.32%,26.04%,24.13%,21.42%
Other Income,0.41,0.57,0.48,0.61,0.64,0.38,0.47,0.20,1.18,1.05,0.98,0.76,0.86
  └─ Other income normal,0.41,0.57,0.48,0.61,0.64,0.38,0.47,0.20,1.18,1.05,0.98,0.76,0.86
Interest,1.18,1.20,1.20,1.06,1.10,1.27,1.31,1.27,1.05,1.07,1.09,1.02,0.90
Depreciation,2.81,3.27,3.41,3.25,3.51,4.00,4.03,4.00,4.30,5.65,5.65,5.66,5.86
Profit before tax,1.50,0.85,1.67,1.24,1.89,1.13,0.83,0.77,0.55,1.71,1.22,1.92,4.08
Tax %,91.33%,40.00%,41.32%,50.81%,34.39%,48.67%,53.01%,59.74%,87.27%,35.67%,72.13%,39.06%,33.33%
Net Profit,0.13,0.50,0.98,0.61,1.23,0.57,0.39,0.31,0.07,1.11,0.33,1.17,2.72
  └─ Minority share,0,0,0,0,0,0,0,-0,-0,-0,-0,0,-0
  └─ Profit excl Excep,0,0,1,1,1,1,0,0,0,1,0,1,3
  └─ Profit for PE,0,1,1,1,1,1,0,0,0,1,0,1,2
  └─ Profit for EPS,0,1,1,1,1,1,0,0,0,1,0,1,2
  └─ YOY Profit Growth %,-81%,-23%,-33%,-50%,310%,16%,-56%,-75%,-97%,48%,-61%,683%,5925%
EPS in Rs,0.31,0.54,1.03,0.55,0.99,0.50,0.36,0.13,0.03,0.69,0.13,1.02,1.74
Raw PDF,,,,,,,,,,,,,
