Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,8227,5003,5125,5504,8260,5485,6584,7277,8993,5487,7512,8473,12310
  └─ YOY Sales Growth %,2.05%,7.09%,-1.49%,4.57%,0.40%,9.62%,28.46%,32.22%,8.88%,0.04%,14.09%,16.44%,36.88%
Expenses,7178,5182,5279,5287,7532,5654,6309,6973,8162,6024,6931,7928,10557
  └─ Material Cost %,69%,71%,72%,73%,67%,71%,67%,63%,66%,71%,69%,69%,65%
  └─ Employee Cost %,18%,28%,25%,26%,18%,26%,22%,20%,17%,27%,20%,18%,16%
Operating Profit,1049,-178,-154,217,728,-169,275,304,832,-537,581,545,1753
OPM %,13%,-4%,-3%,4%,9%,-3%,4%,4%,9%,-10%,8%,6%,14%
Other Income,125,130,192,118,170,111,128,126,159,185,189,235,260
  └─ Other income normal,125,130,192,118,170,111,128,126,159,185,189,235,260
Interest,161,168,180,190,193,162,201,184,201,181,195,182,198
Depreciation,73,60,60,61,68,59,60,68,85,75,75,78,88
Profit before tax,940,-276,-202,84,636,-279,141,179,704,-608,499,520,1728
Tax %,30%,-26%,-69%,29%,23%,-24%,25%,25%,28%,-25%,25%,25%,25%
Net Profit,658,-205,-63,60,490,-211,106,135,504,-456,375,390,1290
  └─ Profit excl Excep,658,-205,-63,60,490,-211,106,135,504,-456,375,390,1290
  └─ Profit for PE,658,-205,-63,60,490,-211,106,135,504,-456,375,390,1290
  └─ Profit for EPS,658,-205,-63,60,490,-211,106,135,504,-456,375,390,1290
  └─ YOY Profit Growth %,-28%,-9%,-621%,43%,-26%,-3%,268%,123%,3%,-115%,253%,190%,156%
EPS in Rs,1.89,-0.59,-0.18,0.17,1.41,-0.61,0.30,0.39,1.45,-1.31,1.08,1.12,3.71
Raw PDF,,,,,,,,,,,,,
