Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,365,297,361,509,637,504,572,661,984,673,906,804,1243
  └─ YOY Sales Growth %,52.89%,49.13%,32.10%,76.17%,74.80%,69.59%,58.55%,29.82%,54.48%,33.63%,58.40%,21.61%,26.22%
Expenses,305,257,312,439,542,437,490,567,817,560,758,685,1049
  └─ Material Cost %,67%,69%,72%,76%,75%,73%,71%,69%,68%,59%,66%,65%,68%
  └─ Employee Cost %,6%,8%,6%,5%,5%,7%,7%,9%,5%,9%,9%,11%,7%
Operating Profit,59,40,49,70,95,67,82,94,168,113,148,119,194
OPM %,16%,14%,14%,14%,15%,13%,14%,14%,17%,17%,16%,15%,16%
Other Income,7,8,9,9,29,28,34,25,20,27,43,42,42
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.54,-0.04
  └─ Other income normal,7.35,8.12,8.96,9.42,29.41,28.31,33.55,24.64,20.47,27.10,43.07,44.80,41.86
Interest,8,11,12,15,15,23,22,27,29,28,23,25,41
Depreciation,5,5,7,6,7,8,9,11,17,16,17,20,54
Profit before tax,54,32,39,58,102,64,85,81,142,96,152,116,140
Tax %,23%,23%,18%,23%,20%,21%,29%,18%,18%,22%,20%,34%,35%
Net Profit,41,25,32,45,81,51,60,66,116,75,121,77,91
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-2,-0
  └─ Profit excl Excep,41,25,32,45,81,51,60,66,116,75,121,78,91
  └─ Profit for PE,41,25,32,45,81,51,60,66,116,75,121,78,91
  └─ Profit for EPS,41,25,32,45,81,51,60,66,116,75,121,77,91
  └─ YOY Profit Growth %,108%,145%,54%,98%,97%,106%,86%,47%,43%,47%,102%,18%,-21%
EPS in Rs,7.10,4.24,5.56,7.07,12.71,7.94,9.41,10.38,18.15,11.14,18.11,11.43,13.61
Raw PDF,,,,,,,,,,,,,
