Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,236.58,255.43,294.27,266.86,264.38,268.88,259.66,266.02,281.33,252.62,238.88,272.53,263.04
  └─ YOY Sales Growth %,-4.96%,-0.25%,81.39%,27.37%,11.75%,5.27%,-11.76%,-0.31%,6.41%,-6.05%,-8.00%,2.45%,-6.50%
Expenses,225.56,246.61,290.94,259.34,245.46,251.99,246.86,255.71,262.75,236.94,229.76,260.41,245.43
  └─ Material Cost %,77%,79%,83%,80%,75%,75%,75%,76%,74%,73%,74%,76%,73%
  └─ Employee Cost %,6%,6%,5%,6%,5%,6%,7%,7%,6%,7%,8%,7%,7%
Operating Profit,11.02,8.82,3.33,7.52,18.92,16.89,12.80,10.31,18.58,15.68,9.12,12.12,17.61
OPM %,4.66%,3.45%,1.13%,2.82%,7.16%,6.28%,4.93%,3.88%,6.60%,6.21%,3.82%,4.45%,6.69%
Other Income,-0.04,2.45,1.38,1.40,1.42,-4.46,11.96,0.61,2.39,0.82,0.63,-1.02,0.35
  └─ Exceptional items,-2.94,0.00,0.00,0.00,0.00,-6.38,11.02,0.00,0.00,0.00,0.00,-1.86,-0.06
  └─ Other income normal,2.90,2.45,1.38,1.40,1.42,1.92,0.94,0.61,2.39,0.82,0.63,0.84,0.41
Interest,3.25,6.55,5.30,6.09,7.23,7.95,6.56,5.45,6.40,5.38,4.44,4.28,5.01
Depreciation,4.64,5.59,5.68,5.80,6.04,7.34,7.36,7.42,6.89,7.28,7.36,7.32,6.85
Profit before tax,3.09,-0.87,-6.27,-2.97,7.07,-2.86,10.84,-1.95,7.68,3.84,-2.05,-0.50,6.10
Tax %,63.43%,2.30%,-18.34%,-5.39%,33.24%,22.03%,38.10%,29.23%,30.99%,58.33%,18.05%,202.00%,34.92%
Net Profit,1.13,-0.89,-5.12,-2.81,4.72,-3.49,6.71,-2.52,5.30,1.60,-2.42,-1.51,3.97
  └─ Minority share,0.22,0.21,0.24,0.31,0.07,0.94,0.96,0.80,0.22,0.64,0.47,0.41,0.45
  └─ Exceptional items AT,-0.21,0.00,0.00,0.00,0.00,-5.75,6.89,0.00,0.00,0.00,0.00,-0.67,-0.04
  └─ Profit excl Excep,1.34,-0.89,-5.12,-2.81,4.72,2.26,-0.18,-2.52,5.30,1.60,-2.42,-0.84,4.01
  └─ Profit for PE,1.56,-0.68,-4.88,-2.50,4.79,1.65,0.78,-1.72,5.52,2.24,-1.95,-0.61,4.46
  └─ Profit for EPS,1.35,-0.68,-4.88,-2.50,4.79,-2.55,7.67,-1.72,5.52,2.24,-1.95,-1.10,4.42
  └─ YOY Profit Growth %,-92.60%,-102.86%,50.36%,17.22%,207.05%,342.84%,115.98%,31.20%,15.24%,35.65%,-350.00%,64.42%,-19.20%
EPS in Rs,0.72,-0.36,-2.61,-1.34,2.56,-1.37,4.11,-0.92,2.96,1.20,-1.04,-0.59,2.37
Raw PDF,,,,,,,,,,,,,
