Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,13.68,16.29,16.30,16.24,16.22,16.00,17.05,19.58,23.54,20.66,25.59,24.73,24.64
  └─ YOY Sales Growth %,,35.98%,4.76%,11.69%,18.57%,-1.78%,4.60%,20.57%,45.13%,29.12%,50.09%,26.30%,4.67%
Expenses,6.36,10.52,10.49,10.32,10.26,11.26,11.77,13.58,13.81,15.69,17.96,16.89,16.84
  └─ Material Cost %,9.21%,8.16%,9.02%,10.53%,9.49%,11.50%,14.60%,13.84%,10.11%,12.92%,10.51%,16.90%,19.76%
  └─ Employee Cost %,32.53%,46.59%,42.52%,45.75%,43.71%,45.50%,42.99%,39.84%,35.85%,49.95%,41.15%,35.46%,36.08%
Operating Profit,7.32,5.77,5.81,5.92,5.96,4.74,5.28,6.00,9.73,4.97,7.63,7.84,7.80
OPM %,53.51%,35.42%,35.64%,36.45%,36.74%,29.62%,30.97%,30.64%,41.33%,24.06%,29.82%,31.70%,31.66%
Other Income,0.65,1.20,1.24,0.41,0.31,0.75,0.59,0.19,-0.13,2.14,1.57,1.67,-0.79
  └─ Other income normal,0.65,1.20,1.24,0.41,0.31,0.75,0.59,0.19,-0.13,2.14,1.57,1.67,-0.79
Interest,0.00,0.01,0.11,0.10,0.10,0.09,0.17,0.08,0.07,0.07,0.18,0.06,0.05
Depreciation,0.25,0.12,0.32,0.32,0.33,0.26,0.25,0.27,0.27,0.21,0.22,0.24,0.20
Profit before tax,7.72,6.84,6.62,5.91,5.84,5.14,5.45,5.84,9.26,6.83,8.80,9.21,6.76
Tax %,12.69%,21.78%,38.52%,22.50%,9.08%,23.54%,24.59%,27.74%,26.35%,24.01%,24.43%,27.14%,20.71%
Net Profit,6.73,5.35,4.07,4.59,5.32,3.93,4.11,4.23,6.82,5.19,6.66,6.71,5.37
  └─ Minority share,-2.64,-1.78,-1.41,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.02,0.00
  └─ Profit excl Excep,6.73,5.35,4.07,4.59,5.32,3.93,4.11,4.23,6.82,5.19,6.66,6.71,5.37
  └─ Profit for PE,4.09,3.57,2.66,4.59,5.32,3.93,4.11,4.23,6.82,5.18,6.65,6.69,5.37
  └─ Profit for EPS,4.09,3.57,2.66,4.59,5.32,3.93,4.11,4.23,6.82,5.18,6.65,6.69,5.37
  └─ YOY Profit Growth %,,41.11%,-51.64%,88.89%,30.07%,10.08%,54.51%,-7.84%,28.20%,31.81%,61.80%,58.16%,-21.26%
EPS in Rs,0.40,0.35,0.26,0.45,0.52,0.38,0.40,0.41,0.66,0.50,0.65,0.65,0.52
Raw PDF,,,,,,,,,,,,,
