Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,491,541,601,539,545,602,660,597,603,670,731,660,703
  └─ YOY Sales Growth %,1.13%,7.62%,12.65%,10.11%,11.08%,11.26%,9.80%,10.73%,10.49%,11.28%,10.66%,10.57%,16.61%
Expenses,375,395,424,398,401,432,458,443,434,478,506,480,516
  └─ Material Cost %,21.57%,20.91%,20.36%,19.86%,19.97%,19.84%,19.28%,19.61%,19.55%,19.24%,19.41%,19.51%,19.24%
  └─ Employee Cost %,18.84%,19.35%,17.53%,20.23%,19.33%,19.37%,18.78%,21.18%,17.99%,19.75%,18.09%,19.17%,18.33%
Operating Profit,116,146,178,141,145,170,202,154,169,192,224,179,187
OPM %,24%,27%,30%,26%,27%,28%,31%,26%,28%,29%,31%,27%,27%
Other Income,14,14,18,18,18,21,22,25,26,28,25,-6,24
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.10,0.00
  └─ Other income normal,14.20,14.40,18.10,18.30,18.40,20.60,21.90,25.10,25.80,28.10,24.80,24.40,24.00
Interest,9,8,8,7,7,6,6,5,5,5,5,7,6
Depreciation,38,35,36,36,37,35,35,36,36,35,40,42,45
Profit before tax,83,118,152,116,120,150,183,138,153,181,204,124,160
Tax %,32%,29%,27%,29%,28%,28%,29%,29%,-1%,26%,25%,26%,17%
Net Profit,57,84,111,82,86,108,131,98,156,134,152,91,132
  └─ Minority share,-0,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-1,-1
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-21,0
  └─ Profit excl Excep,57,84,111,82,86,108,131,98,156,134,152,112,132
  └─ Profit for PE,57,83,109,81,84,106,129,97,155,132,151,111,131
  └─ Profit for EPS,57,83,109,81,84,106,129,97,155,132,151,90,131
  └─ YOY Profit Growth %,-8%,43%,52%,54%,49%,29%,18%,19%,83%,24%,17%,15%,-15%
EPS in Rs,3.40,4.95,6.55,4.87,5.06,6.37,7.73,5.78,9.26,7.90,8.99,5.40,7.84
Raw PDF,,,,,,,,,,,,,
