Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,107.27,110.52,112.64,110.18,106.09,109.83,108.86,112.98,116.81,123.76,124.58,109.13,107.17
  └─ YOY Sales Growth %,-61.35%,-58.03%,5.32%,3.48%,-1.10%,-0.62%,-3.36%,2.54%,10.10%,12.68%,14.44%,-3.41%,-8.25%
Expenses,104.96,109.67,108.83,107.54,99.64,109.27,111.83,114.60,116.11,117.36,117.66,103.11,105.99
  └─ Material Cost %,1.32%,1.36%,1.51%,1.41%,2.55%,6.89%,3.49%,1.63%,2.39%,7.70%,2.86%,1.31%,1.52%
  └─ Employee Cost %,22.40%,22.32%,20.89%,21.44%,23.45%,22.43%,25.64%,25.74%,22.14%,21.07%,22.04%,25.44%,25.12%
Operating Profit,2.31,0.85,3.81,2.64,6.45,0.56,-2.97,-1.62,0.70,6.40,6.92,6.02,1.18
OPM %,2.15%,0.77%,3.38%,2.40%,6.08%,0.51%,-2.73%,-1.43%,0.60%,5.17%,5.55%,5.52%,1.10%
Other Income,1.88,-21.75,-0.85,0.64,39.27,3.12,-0.74,-14.26,-8.76,5.48,5.59,0.83,5.77
  └─ Exceptional items,-3.73,-27.50,-10.26,-5.26,33.35,-4.24,-5.85,-20.50,-14.84,-0.08,-0.10,-5.08,-1.69
  └─ Other income normal,5.61,5.75,9.41,5.90,5.92,7.36,5.11,6.24,6.08,5.56,5.69,5.91,7.46
Interest,0.33,0.53,0.42,0.64,0.43,0.36,0.63,0.80,0.74,0.68,0.28,0.55,0.52
Depreciation,6.60,0.93,0.99,1.08,4.12,1.24,1.51,1.53,1.60,1.78,2.17,2.17,1.84
Profit before tax,-2.74,-22.36,1.55,1.56,41.17,2.08,-5.85,-18.21,-10.40,9.42,10.06,4.13,4.59
Tax %,-33.94%,-0.27%,210.97%,208.97%,8.84%,88.46%,25.13%,7.30%,17.79%,26.33%,28.83%,41.89%,39.87%
Net Profit,-1.81,-22.30,-1.73,-1.71,37.53,0.24,-7.33,-19.55,-12.25,6.93,7.16,2.41,2.76
  └─ Minority share,0,0,-1,1,-0,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Exceptional items AT,-4,-27,-9,-5,30,-4,-4,-19,-13,-0,-0,-3,-2
  └─ Profit excl Excep,2,5,8,4,7,4,-3,-0,1,7,7,5,4
  └─ Profit for PE,1,5,7,2,7,4,-3,-0,1,7,7,5,4
  └─ Profit for EPS,-1,-22,-3,-1,37,0,-7,-20,-12,7,7,2,3
  └─ YOY Profit Growth %,-51%,217%,537%,741%,398%,-30%,-146%,-118%,-91%,95%,337%,1225%,570%
EPS in Rs,-0.06,-0.94,-0.11,-0.05,1.61,0.01,-0.32,-0.84,-0.53,0.29,0.30,0.10,0.12
Raw PDF,,,,,,,,,,,,,
