Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,80.29,85.61,95.36,91.56,102.87,106.24,120.51,123.44,141.57,152.25,146.33,155.43,162.34
  └─ YOY Sales Growth %,0.06%,1.97%,9.85%,7.10%,28.12%,24.10%,26.37%,34.82%,37.62%,43.31%,21.43%,25.92%,14.67%
Expenses,69.23,76.10,84.84,82.09,92.29,98.12,111.72,116.18,125.76,134.00,124.83,132.91,134.05
  └─ Material Cost %,70%,72%,72%,70%,72%,74%,69%,62%,65%,63%,59%,60%,60%
  └─ Employee Cost %,6%,7%,7%,7%,7%,8%,9%,11%,7%,9%,9%,7%,7%
Operating Profit,11.06,9.51,10.52,9.47,10.58,8.12,8.79,7.26,15.81,18.25,21.50,22.52,28.29
OPM %,13.78%,11.11%,11.03%,10.34%,10.28%,7.64%,7.29%,5.88%,11.17%,11.99%,14.69%,14.49%,17.43%
Other Income,0.33,0.31,0.23,0.19,0.17,0.19,0.30,0.18,0.31,0.26,0.38,0.21,0.39
  └─ Other income normal,0.33,0.31,0.23,0.19,0.17,0.19,0.30,0.18,0.31,0.26,0.38,0.21,0.39
Interest,1.64,1.55,1.52,1.81,2.18,2.40,3.77,5.73,5.76,6.02,5.71,5.91,5.09
Depreciation,2.43,2.08,2.61,2.89,3.41,2.46,5.01,10.63,13.04,10.05,10.20,10.28,12.08
Profit before tax,7.32,6.19,6.62,4.96,5.16,3.45,0.31,-8.92,-2.68,2.44,5.97,6.54,11.51
Tax %,24.04%,27.14%,23.72%,27.42%,29.65%,27.54%,67.74%,-24.55%,-26.12%,28.69%,26.97%,28.13%,22.76%
Net Profit,5.57,4.51,5.05,3.60,3.63,2.50,0.11,-6.73,-1.98,1.74,4.36,4.70,8.90
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,6,5,5,4,4,2,0,-7,-2,2,4,5,9
  └─ Profit for PE,6,5,5,4,4,3,0,-7,-2,2,5,5,9
  └─ Profit for EPS,6,5,5,4,4,3,0,-7,-2,2,5,5,9
  └─ YOY Profit Growth %,-25%,28%,21%,-23%,-35%,-41%,-96%,-284%,-150%,-28%,1930%,175%,597%
EPS in Rs,2.72,2.20,2.56,1.76,1.77,1.31,0.11,-3.22,-0.89,0.95,2.28,2.41,4.43
Raw PDF,,,,,,,,,,,,,
