Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,78,66,96,79,90,79,117,96,110,94,136,112,131
  └─ YOY Sales Growth %,17.65%,21.72%,13.78%,26.60%,16.31%,18.82%,21.70%,22.50%,21.63%,18.99%,16.19%,16.33%,19.17%
Expenses,50,49,55,55,61,57,62,66,62,66,68,72,70
  └─ Employee Cost %,47.98%,57.78%,41.95%,54.03%,47.96%,57.96%,38.96%,52.22%,42.97%,57.18%,39.07%,49.17%,40.23%
Operating Profit,27,18,42,23,29,22,56,30,47,28,68,40,61
OPM %,35%,27%,43%,30%,32%,28%,47%,32%,43%,30%,50%,36%,46%
Other Income,10,12,11,14,10,12,12,12,15,14,13,13,16
  └─ Other income normal,10.37,11.53,11.19,13.68,10.29,11.87,11.86,11.85,15.17,13.70,12.58,12.99,15.71
Interest,1,0,0,0,0,0,0,1,1,1,1,1,1
Depreciation,3,3,3,3,3,3,3,3,3,3,3,4,4
Profit before tax,34,26,50,34,36,30,64,39,59,37,77,49,72
Tax %,41%,31%,29%,30%,32%,30%,27%,27%,26%,29%,26%,25%,26%
Net Profit,20,18,36,24,25,21,47,28,43,26,57,37,53
  └─ Minority share,-1,-1,-1,-0,-0,-1,-1,-1,-1,-1,-1,-1,-1
  └─ Profit excl Excep,20,18,36,24,25,21,47,28,43,26,57,37,53
  └─ Profit for PE,20,18,35,23,24,21,46,28,43,26,57,36,53
  └─ Profit for EPS,20,18,35,23,24,21,46,28,43,26,57,36,53
  └─ YOY Profit Growth %,-14%,30%,3%,47%,23%,16%,31%,18%,77%,24%,23%,29%,24%
EPS in Rs,6.60,5.99,11.81,7.88,8.07,6.94,15.41,9.29,14.24,8.61,18.89,11.96,17.58
Raw PDF,,,,,,,,,,,,,
