Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,357,304,354,377,359,313,375,340,384,409,398,623,949
  └─ YOY Sales Growth %,48%,32%,29%,24%,0%,3%,6%,-10%,7%,31%,6%,83%,148%
Expenses,314,266,307,325,311,263,309,280,305,315,338,513,795
  └─ Material Cost %,55%,50%,51%,51%,52%,50%,48%,54%,54%,48%,52%,54%,54%
  └─ Employee Cost %,3%,3%,3%,3%,4%,4%,4%,4%,4%,3%,4%,4%,5%
Operating Profit,43,38,47,51,48,50,66,60,78,94,60,110,155
OPM %,12%,13%,13%,14%,13%,16%,18%,18%,20%,23%,15%,18%,16%
Other Income,31,1,6,8,-4,2,3,4,8,4,2,-157,-56
  └─ Exceptional items,26,0,5,0,-8,0,0,0,0,0,0,-169,-63
  └─ Other income normal,5,1,0,8,4,2,3,4,8,4,2,13,7
Interest,8,6,8,8,5,4,3,2,2,3,2,39,69
Depreciation,8,8,8,8,8,8,8,8,7,7,7,20,46
Profit before tax,59,26,37,44,31,40,58,54,77,89,53,-106,-15
Tax %,-0%,0%,0%,0%,0%,0%,0%,0%,-0%,0%,0%,0%,0%
Net Profit,59,26,37,44,31,40,58,54,77,89,53,-105,-15
  └─ Profit from Associates,0,0,0,0,0,0,0,-0,0,-0,-0,0,0
  └─ Exceptional items AT,26,0,5,0,-8,0,0,0,0,0,0,-169,-63
  └─ Profit excl Excep,33,26,32,44,40,40,58,54,77,89,53,64,48
  └─ Profit for PE,33,26,32,44,40,40,58,54,77,89,53,64,48
  └─ Profit for EPS,59,26,37,44,31,40,58,54,77,89,53,-105,-15
  └─ YOY Profit Growth %,226%,2376%,130%,78%,21%,56%,82%,23%,96%,121%,-10%,19%,-38%
EPS in Rs,3.19,1.34,1.93,2.28,1.63,2.08,3.02,2.79,3.99,4.57,2.53,-4.26,-0.60
Raw PDF,,,,,,,,,,,,,
