Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,881,1042,922,930,924,1222,900,842,1018,1193,964,991,1143
  └─ YOY Sales Growth %,-13.28%,1.68%,24.31%,5.67%,4.82%,17.28%,-2.33%,-9.40%,10.21%,-2.38%,7.02%,17.64%,12.24%
Expenses,534,506,563,520,542,632,487,393,637,605,648,549,772
  └─ Material Cost %,29.11%,32.11%,35.82%,29.22%,35.02%,31.79%,26.02%,22.36%,40.41%,34.34%,34.37%,27.17%,36.72%
  └─ Employee Cost %,5.92%,5.58%,6.56%,5.59%,5.88%,5.38%,8.11%,6.31%,6.01%,5.51%,11.58%,9.14%,9.58%
Operating Profit,347,536,359,410,382,590,414,450,382,588,315,443,371
OPM %,39%,51%,39%,44%,41%,48%,46%,53%,37%,49%,33%,45%,32%
Other Income,117,37,40,180,27,36,45,32,37,39,26,70,52
  └─ Exceptional items,-2,1,0,115,-0,-0,2,-3,-0,-0,-0,-0,-0
  └─ Other income normal,119,36,40,65,28,36,42,36,38,39,26,70,52
Interest,91,80,95,46,53,9,7,6,5,1,3,1,7
Depreciation,78,78,78,81,82,86,88,88,90,90,94,116,91
Profit before tax,295,416,226,464,274,531,363,388,324,536,244,396,325
Tax %,-16%,18%,15%,-0%,7%,16%,9%,9%,7%,25%,27%,18%,58%
Net Profit,341,343,193,465,255,446,332,353,303,399,178,326,136
  └─ Minority share,-95,-82,-45,-137,-49,-90,-81,-103,-68,-91,-48,-104,-9
  └─ Exceptional items AT,-2,1,0,105,-0,-0,2,-3,-0,-0,-0,-0,-0
  └─ Profit excl Excep,344,342,193,360,255,446,330,356,303,399,178,326,137
  └─ Profit for PE,248,260,148,254,206,356,250,253,235,308,130,222,127
  └─ Profit for EPS,247,261,148,328,206,356,251,250,234,308,129,222,127
  └─ YOY Profit Growth %,3%,-13%,9%,4%,-17%,37%,69%,-1%,14%,-13%,-48%,-12%,-46%
EPS in Rs,8.50,9.00,5.11,11.31,7.11,12.26,8.65,8.63,8.28,10.88,4.58,7.84,4.49
Raw PDF,,,,,,,,,,,,,
