Metric,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023
Sales,35.05,3.75,3.76,6.18,16.00,4.45,16.15,12.93,12.52,6.02,25.43,13.02,35.10
  └─ YOY Sales Growth %,-21%,-90%,-79%,-79%,-54%,19%,330%,109%,-22%,35%,57%,1%,180%
Expenses,42.84,7.55,9.99,9.69,18.13,8.06,19.05,16.52,15.23,10.37,28.17,19.68,36.37
  └─ Material Cost %,79%,82%,72%,57%,59%,32%,69%,59%,58%,32%,73%,83%,74%
  └─ Employee Cost %,26%,85%,147%,56%,33%,93%,31%,42%,37%,89%,22%,43%,18%
Operating Profit,-7.79,-3.80,-6.23,-3.51,-2.13,-3.61,-2.90,-3.59,-2.71,-4.35,-2.74,-6.66,-1.27
OPM %,-22.23%,-101.33%,-165.69%,-56.80%,-13.31%,-81.12%,-17.96%,-27.76%,-21.65%,-72.26%,-10.77%,-51.15%,-3.62%
Other Income,0.81,0.76,-9.41,-1.03,1.33,0.70,0.66,-0.54,1.56,0.08,0.36,7.79,0.18
  └─ Exceptional items,-0.12,0.00,-10.44,-1.03,-0.23,0.00,0.00,-1.06,1.34,0.00,0.00,6.70,0.00
  └─ Other income normal,0.93,0.76,1.03,0.00,1.56,0.70,0.66,0.52,0.22,0.08,0.36,1.09,0.18
Interest,0.61,0.45,0.72,0.65,0.66,0.61,0.58,0.60,0.59,0.68,0.64,0.76,0.64
Depreciation,0.54,0.47,0.45,0.41,0.37,0.36,0.34,0.33,0.32,0.32,0.39,0.36,0.32
Profit before tax,-8.13,-3.96,-16.81,-5.60,-1.83,-3.88,-3.16,-5.06,-2.06,-5.27,-3.41,0.01,-2.05
Tax %,-1.11%,0.25%,0.71%,1.07%,16.39%,1.55%,0.95%,-11.86%,14.56%,2.85%,2.64%,800.00%,-0.49%
Net Profit,-8.04,-3.97,-16.93,-5.66,-2.13,-3.94,-3.19,-4.46,-2.36,-5.42,-3.50,-0.07,-2.04
  └─ Exceptional items AT,-0.12,0.00,-10.37,-1.02,-0.19,0.00,0.00,-1.04,1.33,0.00,0.00,6.62,0.00
  └─ Profit excl Excep,-7.92,-3.97,-6.56,-4.64,-1.94,-3.94,-3.19,-3.42,-3.69,-5.42,-3.50,-6.69,-2.04
  └─ Profit for PE,-7.92,-3.97,-6.56,-4.64,-1.94,-3.94,-3.19,-3.42,-3.69,-5.42,-3.50,-6.69,-2.04
  └─ Profit for EPS,-8.04,-3.97,-16.93,-5.66,-2.13,-3.94,-3.19,-4.46,-2.36,-5.42,-3.50,-0.07,-2.04
  └─ YOY Profit Growth %,34.16%,63.64%,21.53%,5.50%,75.51%,0.76%,51.37%,26.29%,-90.21%,-37.56%,-9.72%,-95.61%,44.72%
EPS in Rs,-2.64,-1.31,-5.57,-1.86,-0.70,-1.30,-1.05,-1.47,-0.78,-1.78,-1.15,-0.02,-0.67
Raw PDF,,,,,,,,,,,,,
