Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,197,179,81,185,199,69,72,81,89,77,85,88,119
  └─ YOY Sales Growth %,0.36%,-0.87%,-53.63%,9.53%,1.29%,-61.43%,-11.35%,-56.14%,-55.37%,12.15%,18.20%,8.98%,33.71%
Expenses,116,114,33,123,232,30,33,34,36,34,35,39,43
  └─ Material Cost %,8.17%,7.87%,26.61%,8.51%,8.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,20.42%,24.95%,0.00%,27.78%,24.08%,31.46%,31.97%,27.31%,27.52%,30.03%,27.17%,30.05%,21.73%
Operating Profit,81,65,48,62,-33,39,39,47,53,44,50,50,76
OPM %,41%,36%,60%,34%,-17%,56%,54%,58%,59%,56%,59%,56%,64%
Other Income,36,21,29,19,147,17,19,291,13,16,17,18,32
  └─ Exceptional items,0.00,0.00,8.21,0.00,0.00,0.00,-1.94,275.48,-10.35,0.00,0.00,0.00,0.00
  └─ Other income normal,35.84,20.76,20.33,19.44,146.89,16.96,21.35,15.06,23.18,16.23,17.30,18.28,31.57
Interest,0,0,2,0,0,0,0,0,0,0,0,0,0
Depreciation,6,5,0,7,6,2,3,2,2,2,3,3,3
Profit before tax,111,81,75,75,107,53,55,336,64,58,65,65,105
Tax %,31%,37%,26%,33%,55%,26%,25%,25%,-19%,27%,26%,22%,26%
Net Profit,77,51,55,50,48,39,41,251,76,42,48,51,77
  └─ Exceptional items AT,0,0,8,0,0,0,-1,206,-10,0,0,0,0
  └─ Profit excl Excep,77,51,47,50,48,39,43,45,86,42,48,51,77
  └─ Profit for PE,77,51,47,50,48,39,43,45,86,42,48,51,77
  └─ Profit for EPS,77,51,55,50,48,39,41,251,76,42,48,51,77
  └─ YOY Profit Growth %,-20%,-7%,-26%,6%,-37%,-22%,-9%,-9%,77%,8%,11%,13%,-10%
EPS in Rs,10.93,7.19,7.86,7.10,6.88,5.58,5.89,35.63,10.73,6.01,6.75,7.30,10.97
Raw PDF,,,,,,,,,,,,,
