Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,160.08,178.76,165.21,143.46,162.26,171.67,152.92,159.06,136.72,163.67,197.94,155.32,166.08
  └─ YOY Sales Growth %,-0.76%,20.25%,-0.21%,-3.59%,1.36%,-3.97%,-7.44%,10.87%,-15.74%,-4.66%,29.44%,-2.35%,21.47%
Expenses,155.47,164.00,158.70,130.92,153.97,163.80,148.77,150.44,228.47,157.90,191.16,161.63,169.00
  └─ Material Cost %,8.11%,6.74%,3.87%,6.50%,5.23%,5.00%,4.67%,7.91%,3.39%,6.02%,4.79%,7.69%,5.00%
  └─ Employee Cost %,8.11%,7.01%,8.38%,11.35%,9.14%,8.60%,8.90%,9.91%,10.01%,8.63%,7.54%,10.30%,7.95%
Operating Profit,4.61,14.76,6.51,12.54,8.29,7.87,4.15,8.62,-91.75,5.77,6.78,-6.31,-2.92
OPM %,2.88%,8.26%,3.94%,8.74%,5.11%,4.58%,2.71%,5.42%,-67.11%,3.53%,3.43%,-4.06%,-1.76%
Other Income,20.21,7.04,14.10,9.13,16.07,13.11,15.90,10.75,102.73,12.06,11.95,22.43,21.95
  └─ Other income normal,20.21,7.04,14.10,9.13,16.07,13.11,15.90,10.75,102.73,12.06,11.95,22.43,21.95
Interest,9.76,9.54,8.38,7.80,7.12,7.84,6.70,6.30,6.34,4.41,4.36,3.91,6.43
Depreciation,7.36,8.33,8.12,8.48,8.51,8.76,8.87,8.90,8.99,8.96,8.97,9.00,8.90
Profit before tax,7.70,3.93,4.11,5.39,8.73,4.38,4.48,4.17,-4.35,4.46,5.40,3.21,3.70
Tax %,17.79%,30.03%,29.68%,26.16%,13.40%,29.45%,29.69%,36.45%,-57.01%,31.84%,29.81%,42.37%,-11.89%
Net Profit,6.33,2.75,2.89,3.98,7.56,3.10,3.15,2.65,-1.87,3.05,3.78,1.85,4.14
  └─ Profit excl Excep,6,3,3,4,8,3,3,3,-2,3,4,2,4
  └─ Profit for PE,6,3,3,4,8,3,3,3,-2,3,4,2,4
  └─ Profit for EPS,6,3,3,4,8,3,3,3,-2,3,4,2,4
  └─ YOY Profit Growth %,-33%,-3%,-19%,28%,19%,13%,9%,-33%,-125%,-2%,20%,-30%,321%
EPS in Rs,0.07,0.03,0.03,0.04,0.08,0.03,0.03,0.03,-0.02,0.03,0.04,0.02,0.04
Raw PDF,,,,,,,,,,,,,
