Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1471,1209,947,992,1133,1176,1188,1148,1225,1281,1210,1136,1369
  └─ YOY Sales Growth %,37.03%,-9.37%,-35.20%,-30.04%,-23.00%,-2.73%,25.45%,15.73%,8.12%,8.93%,1.85%,-1.05%,11.76%
Expenses,942,861,783,786,895,914,893,854,919,937,846,861,1062
  └─ Material Cost %,27.44%,28.62%,35.69%,35.48%,33.98%,33.76%,30.89%,27.09%,33.06%,34.35%,28.10%,32.39%,36.08%
  └─ Employee Cost %,5.75%,7.61%,9.19%,8.37%,7.77%,8.76%,9.26%,10.02%,8.57%,8.27%,10.58%,10.65%,9.57%
Operating Profit,529,348,164,206,238,262,295,294,306,344,364,275,307
OPM %,36%,29%,17%,21%,21%,22%,25%,26%,25%,27%,30%,24%,22%
Other Income,19,15,13,13,18,9,9,14,26,23,6,-10,3
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.00,-3.00
  └─ Other income normal,18.59,15.00,13.00,13.00,18.00,9.00,9.00,14.00,26.00,23.00,6.00,7.00,6.00
Interest,35,28,34,37,34,37,42,42,26,30,33,33,42
Depreciation,64,66,68,72,81,85,90,91,89,90,91,89,97
Profit before tax,449,269,75,110,141,149,172,175,217,247,246,143,171
Tax %,26%,25%,29%,27%,28%,28%,30%,28%,12%,26%,27%,29%,36%
Net Profit,332,201,53,80,101,108,121,126,191,184,179,102,109
  └─ Minority share,-0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-11,-2
  └─ Profit excl Excep,332,201,53,80,101,108,121,126,191,184,179,113,111
  └─ Profit for PE,332,201,53,80,101,108,121,126,191,184,179,113,111
  └─ Profit for EPS,332,201,53,80,101,108,121,126,191,184,179,102,109
  └─ YOY Profit Growth %,50%,-34%,-85%,-76%,-70%,-46%,128%,58%,89%,70%,48%,-10%,-42%
EPS in Rs,30.21,18.30,4.82,7.28,9.19,9.83,11.02,11.47,17.39,16.75,16.29,9.29,9.92
Raw PDF,,,,,,,,,,,,,
