Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,142,129,132,138,164,149,152,178,211,212,207,227,277
  └─ YOY Sales Growth %,-8.49%,-11.95%,-3.27%,4.63%,15.67%,15.18%,14.82%,28.88%,28.11%,42.19%,36.06%,27.35%,31.65%
Expenses,118,110,110,115,146,133,135,156,186,187,202,208,243
  └─ Material Cost %,43%,45%,40%,46%,50%,52%,48%,48%,51%,50%,52%,52%,56%
  └─ Employee Cost %,12%,14%,16%,15%,13%,15%,16%,15%,14%,15%,15%,13%,11%
Operating Profit,24,19,22,23,18,16,18,22,25,25,5,19,34
OPM %,17%,15%,17%,17%,11%,11%,12%,12%,12%,12%,3%,8%,12%
Other Income,1,5,2,2,2,2,2,0,8,4,0,2,3
  └─ Other income normal,1.49,4.85,2.40,1.63,1.88,2.45,1.61,0.05,7.69,3.88,0.24,2.40,3.17
Interest,3,3,3,3,3,3,3,4,4,4,5,5,6
Depreciation,4,5,5,5,6,6,6,6,7,7,8,8,8
Profit before tax,19,17,17,17,12,10,10,12,21,17,-7,8,23
Tax %,22%,26%,26%,25%,24%,28%,27%,23%,18%,25%,-22%,24%,15%
Net Profit,15,12,13,13,9,7,7,9,17,13,-5,6,20
  └─ Profit excl Excep,14.83,12.37,12.59,12.71,8.92,7.26,7.10,8.87,17.43,12.77,-5.20,6.40,19.60
  └─ Profit for PE,14.83,12.37,12.59,12.71,8.92,7.26,7.10,8.87,17.43,12.77,-5.20,6.40,19.60
  └─ Profit for EPS,14.83,12.37,12.59,12.71,8.92,7.26,7.10,8.87,17.43,12.77,-5.20,6.40,19.60
  └─ YOY Profit Growth %,-5.96%,-15.22%,-12.39%,-12.41%,-39.85%,-41.31%,-43.61%,-30.21%,95.40%,75.90%,-173.24%,-27.85%,12.45%
EPS in Rs,6.10,5.09,5.18,5.23,3.67,2.99,2.92,3.65,7.17,5.25,-2.14,2.63,8.06
Raw PDF,,,,,,,,,,,,,
