Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,414,320,607,454,605,388,617,459,414,407,735,456,470
  └─ YOY Sales Growth %,-6.91%,2.84%,46.95%,30.78%,46.36%,21.24%,1.70%,1.00%,-31.68%,5.00%,19.07%,-0.68%,13.74%
Interest,162,144,145,146,136,135,135,131,134,104,107,103,102
Expenses,418,290,-74,230,269,210,353,211,-80,215,243,326,314
  └─ Material Cost %,0.31%,0.69%,0.06%,0.10%,0.08%,0.13%,0.08%,0.14%,0.13%,0.14%,0.06%,0.15%,0.14%
  └─ Employee Cost %,23.16%,23.87%,11.52%,14.96%,16.44%,18.10%,11.68%,13.88%,25.45%,17.41%,12.20%,15.68%,26.17%
Financing Profit,-166,-114,535,78,201,43,130,117,359,88,385,27,54
Financing Margin %,-40%,-36%,88%,17%,33%,11%,21%,25%,87%,22%,52%,6%,11%
Other Income,12,4,5,14,107,17,167,-2,1,36,17,6,-4
  └─ Exceptional items,-0.70,-0.50,0.00,-1.41,4.00,0.00,-1.93,0.01,-1.03,-1.63,0.00,-4.94,-4.15
  └─ Other income normal,12.83,4.51,5.19,15.44,103.10,17.32,168.66,-1.66,2.30,37.68,17.36,10.79,0.12
Depreciation,18,18,21,21,21,20,22,21,21,21,21,21,23
Profit before tax,-172,-128,520,71,287,40,275,94,340,103,381,13,27
Tax %,40%,1%,66%,45%,45%,318%,33%,109%,23%,39%,17%,-66%,-24%
Net Profit,-241,-129,174,39,157,-88,185,-9,260,62,317,21,34
  └─ Minority share,-14,-11,-78,-21,-24,-20,-102,-22,-33,-22,-174,-36,-21
  └─ Exceptional items AT,-0,-0,0,-1,2,0,-1,0,-1,-1,0,-3,-4
  └─ Profit excl Excep,-241,-129,174,40,155,-88,186,-9,261,63,317,24,38
  └─ Profit for PE,-254,-140,96,18,131,-108,83,-31,228,41,143,-12,15
  └─ Profit for EPS,-255,-140,96,18,133,-108,83,-31,227,40,143,-15,13
  └─ YOY Profit Growth %,-781%,33%,-41%,-80%,152%,22%,-14%,-268%,73%,138%,72%,61%,-94%
EPS in Rs,-1.16,-0.64,0.44,0.08,0.61,-0.41,0.32,-0.12,0.84,0.15,0.53,-0.06,0.05
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
