Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,150,60,153,154,160,135,182,195,211,153,200,231,241
  └─ YOY Sales Growth %,58.45%,-44.09%,24.48%,15.94%,6.57%,126.67%,18.59%,26.35%,31.85%,12.99%,10.20%,18.40%,13.94%
Expenses,136,64,136,141,147,128,169,178,196,143,182,203,213
  └─ Material Cost %,71%,64%,68%,72%,74%,69%,72%,72%,75%,69%,70%,70%,71%
  └─ Employee Cost %,9%,23%,10%,10%,9%,13%,10%,10%,9%,13%,10%,9%,9%
Operating Profit,14,-4,17,14,13,8,13,17,15,10,19,28,27
OPM %,9%,-7%,11%,9%,8%,6%,7%,9%,7%,7%,9%,12%,11%
Other Income,0,0,0,1,1,1,1,1,1,0,0,-1,1
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.38,0.00
  └─ Other income normal,0.03,0.39,0.14,0.74,0.79,0.64,0.53,0.71,0.64,0.28,0.38,0.54,0.95
Interest,4,4,3,3,3,2,2,3,3,2,3,3,1
Depreciation,4,4,5,5,4,4,5,5,4,5,5,5,5
Profit before tax,5,-12,10,7,6,1,7,10,9,3,12,20,22
Tax %,39%,-23%,27%,33%,24%,44%,30%,29%,33%,37%,29%,27%,18%
Net Profit,3,-9,7,4,5,1,5,7,6,2,8,15,18
  └─ Minority share,0,0,0,1,0,1,1,1,1,1,1,1,-4
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-1,0
  └─ Profit excl Excep,3,-9,7,4,5,1,5,7,6,2,8,16,18
  └─ Profit for PE,4,-9,8,5,5,1,5,8,7,3,9,16,15
  └─ Profit for EPS,4,-9,8,5,5,1,5,8,7,3,9,15,15
  └─ YOY Profit Growth %,167%,-147%,25467%,32%,39%,115%,-29%,53%,34%,123%,70%,111%,107%
EPS in Rs,1.61,-3.47,2.74,1.83,1.92,0.48,1.95,2.79,2.58,1.06,3.30,5.53,5.33
Raw PDF,,,,,,,,,,,,,
