Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,482.83,508.58,544.68,422.17,406.33,509.92,522.49,522.09,511.88,491.02,584.09,605.81,614.24
  └─ YOY Sales Growth %,29.00%,5.75%,0.17%,-11.45%,-15.84%,0.26%,-4.07%,23.67%,25.98%,-3.71%,11.79%,16.04%,20.00%
Expenses,461.36,484.03,508.62,396.12,372.68,480.15,491.80,499.79,477.27,462.65,557.69,563.79,595.57
  └─ Material Cost %,78%,75%,73%,68%,63%,71%,69%,72%,70%,71%,73%,74%,73%
  └─ Employee Cost %,9%,9%,8%,11%,12%,10%,11%,10%,10%,10%,8%,8%,9%
Operating Profit,21.47,24.55,36.06,26.05,33.65,29.77,30.69,22.30,34.61,28.37,26.40,42.02,18.67
OPM %,4.45%,4.83%,6.62%,6.17%,8.28%,5.84%,5.87%,4.27%,6.76%,5.78%,4.52%,6.94%,3.04%
Other Income,3.35,10.32,7.15,-28.30,34.98,1.01,12.18,4.64,1.27,23.68,11.33,4.91,11.69
  └─ Exceptional items,0.48,0.00,0.00,-38.86,26.93,-12.00,0.00,0.00,0.10,10.84,0.00,-1.60,-0.30
  └─ Other income normal,2.87,10.32,7.15,10.56,8.05,13.01,12.18,4.64,1.17,12.84,11.33,6.51,11.99
Interest,7.46,6.96,7.12,6.99,6.44,6.79,7.63,8.48,8.08,8.52,9.71,10.38,9.97
Depreciation,13.78,13.62,13.92,14.16,14.02,13.75,14.62,15.49,15.24,15.11,15.41,16.96,17.95
Profit before tax,3.58,14.29,22.17,-23.40,48.17,10.24,20.62,2.97,12.56,28.42,12.61,19.59,2.44
Tax %,35.75%,28.13%,32.97%,-0.26%,24.64%,-2.25%,1.50%,167.00%,18.15%,32.05%,-6.98%,25.27%,151.64%
Net Profit,2.29,10.28,14.87,-23.35,36.30,10.47,20.30,-1.99,10.28,19.31,13.49,14.64,-1.26
  └─ Minority share,1,-0,-1,11,-9,1,-2,-0,-2,-4,-2,-1,1
  └─ Exceptional items AT,-0,0,0,-39,20,-9,0,0,0,7,0,-1,0
  └─ Profit excl Excep,2,10,15,15,16,20,20,-2,10,12,13,16,-1
  └─ Profit for PE,4,10,14,8,12,21,19,-2,8,10,11,15,-0
  └─ Profit for EPS,4,10,14,-12,27,12,19,-2,8,16,11,13,-0
  └─ YOY Profit Growth %,-62%,-2%,79%,1254%,225%,115%,35%,-128%,-31%,-53%,-40%,757%,-104%
EPS in Rs,0.36,0.99,1.38,-1.22,2.72,1.17,1.86,-0.22,0.83,1.58,1.12,1.35,-0.03
Raw PDF,,,,,,,,,,,,,
